race_id,election_date,office,jurisdiction,candidate_name,role,documented_topics,policy_statements,campaign_frames,other_or_unspecified_statements,evidence,interpretation_limit
race-017fe96eb07366f790ea,2024-06-25,State Assembly,District 56,Stefani L. Zinerman,opponent,housing,1,0,0,"[{""excerpt_id"": ""ny24-zinerman-tenant-protection"", ""topic"": ""housing"", ""kind"": ""policy_position"", ""claim_summary"": ""Commits to protecting tenants and proposes receivership of persistently violating buildings, directing rents toward repairs."", ""quote"": ""make sure that our tenants are protected"", ""source_url"": ""https://amsterdamnews.com/news/2024/05/02/am-stefani-zinerman-tenants-demand-more-fair-housing/"", ""locator"": ""paragraph 221"", ""source_type"": ""candidate_press_conference"", ""timing"": ""verified_publication_date""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-0238993b2ccb424dc347,2026-08-04,US House,District 12,Byron H. Nolen,opponent,civil_rights,1,0,0,"[{""excerpt_id"": ""ex-mi12-nolen-abortion"", ""topic"": ""civil_rights"", ""kind"": ""policy_position"", ""claim_summary"": ""Only Nolen's direct quotation is retained; surrounding reporter paraphrase is contextual and not quoted."", ""quote"": ""Your body, your choice, you do what you need to do"", ""source_url"": ""https://wdet.org/2026/07/28/inkster-mayor-challenges-rep-rashida-tlaib-in-democratic-primary/"", ""locator"": ""paragraph 51"", ""source_type"": """", ""timing"": ""verified_publication_date""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-0238993b2ccb424dc347,2026-08-04,US House,District 12,Rashida Tlaib,endorsed,civil_rights | immigration,2,0,0,"[{""excerpt_id"": ""ex-mi12-tlaib-abortion"", ""topic"": ""civil_rights"", ""kind"": ""policy_position"", ""claim_summary"": ""Campaign-authored third-person position text; the quote is five words from the archived pre-primary page."", ""quote"": ""right to access abortion care"", ""source_url"": ""https://rashidaforcongress.com/issues/lgbtq-and-gender-justice/"", ""locator"": ""paragraph 31"", ""source_type"": """", ""timing"": ""verified_archive_capture""}, {""excerpt_id"": ""ex-mi12-tlaib-ice"", ""topic"": ""immigration"", ""kind"": ""policy_position"", ""claim_summary"": ""Campaign-authored third-person position text captured before the primary."", ""quote"": ""advocating to abolish and defund ICE"", ""source_url"": ""https://rashidaforcongress.com/issues/racial-and-immigration-justice/"", ""locator"": ""paragraph 32"", ""source_type"": """", ""timing"": ""verified_archive_capture""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-0238993b2ccb424dc347,2026-08-04,US House,District 12,Shanelle Jackson,opponent,immigration,1,0,0,"[{""excerpt_id"": ""ex-mi12-jackson-ice"", ""topic"": ""immigration"", ""kind"": ""policy_position"", ""claim_summary"": ""Candidate campaign policy statement. It supports reform and oversight; it does not explicitly state opposition to abolition."", ""quote"": ""ICE must be subject to serious reform, meaningful oversight, and real accountability"", ""source_url"": ""https://shanellejackson.com/"", ""locator"": ""paragraph 86"", ""source_type"": """", ""timing"": ""verified_archive_capture""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-026beb7df1654b4ca5c4,2018-06-12,District Attorney,Clark County,Robert L. Langford,endorsed,campaign_strategy_and_framing | justice_and_public_safety,3,1,0,"[{""excerpt_id"": ""f2-langford-pretrial"", ""topic"": ""criminal_justice"", ""kind"": ""policy_position"", ""claim_summary"": ""Supports releasing defendants who present neither flight risk nor danger rather than jailing them because of inability to pay."", ""quote"": ""If you were not a flight risk and you are not a danger to the community, you shouldn't be in jail"", ""source_url"": ""https://thenevadaindependent.com/article/on-the-record-the-policy-positions-of-democratic-clark-county-district-attorney-candidate-rob-langford"", ""locator"": ""paragraph 172"", ""source_type"": ""candidate_interview"", ""timing"": ""verified_publication_date""}, {""excerpt_id"": ""f2-langford-bail"", ""topic"": ""criminal_justice"", ""kind"": ""policy_position"", ""claim_summary"": ""Criticizes the cash-bail system for imposing costs and detention on poor defendants. His full answer explains the nonrefundable fee burden rather than merely invoking an ideological label."", ""quote"": ""it's the working poor"", ""source_url"": ""https://thenevadaindependent.com/article/on-the-record-the-policy-positions-of-democratic-clark-county-district-attorney-candidate-rob-langford"", ""locator"": ""paragraph 170"", ""source_type"": ""candidate_interview"", ""timing"": ""verified_publication_date""}, {""excerpt_id"": ""f2-langford-capital"", ""topic"": ""criminal_justice"", ""kind"": ""policy_position"", ""claim_summary"": ""Argues that reducing death-penalty litigation would free resources for other prosecutions. This does not establish a categorical abolition pledge."", ""quote"": ""You have more resources to spend on other cases."", ""source_url"": ""https://thenevadaindependent.com/article/on-the-record-the-policy-positions-of-democratic-clark-county-district-attorney-candidate-rob-langford"", ""locator"": ""paragraph 190"", ""source_type"": ""candidate_interview"", ""timing"": ""verified_publication_date""}, {""excerpt_id"": ""f2-langford-reform-frame"", ""topic"": ""campaign_approach"", ""kind"": ""campaign_frame"", ""claim_summary"": ""Emphasizes openness to finding institutional bias and racial disparities as a condition of reform. His expectations are not independently established findings about the office."", ""quote"": ""we're okay with finding that out so we can change it"", ""source_url"": ""https://thenevadaindependent.com/article/on-the-record-the-policy-positions-of-democratic-clark-county-district-attorney-candidate-rob-langford"", ""locator"": ""paragraph 179"", ""source_type"": ""candidate_interview"", ""timing"": ""verified_publication_date""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-026beb7df1654b4ca5c4,2018-06-12,District Attorney,Clark County,Steve Wolfson,opponent,campaign_strategy_and_framing | justice_and_public_safety,3,1,0,"[{""excerpt_id"": ""f2-wolfson-pretrial"", ""topic"": ""criminal_justice"", ""kind"": ""policy_position"", ""claim_summary"": ""Supports release under a risk-assessment approach when defendants are not a flight or danger risk."", ""quote"": ""If you're not a flight risk or danger, you're released."", ""source_url"": ""https://thenevadaindependent.com/article/on-the-record-the-policy-positions-of-clark-county-district-attorney-steve-wolfson"", ""locator"": ""paragraph 180"", ""source_type"": ""candidate_interview"", ""timing"": ""verified_publication_date""}, {""excerpt_id"": ""f2-wolfson-bail"", ""topic"": ""criminal_justice"", ""kind"": ""policy_position"", ""claim_summary"": ""Is unsure about abolishing the entire system and favors risk assessment; separately acknowledges too many people are jailed because they cannot afford premiums."", ""quote"": ""I don't know if ending an entire cash bail system is the way to go."", ""source_url"": ""https://thenevadaindependent.com/article/on-the-record-the-policy-positions-of-clark-county-district-attorney-steve-wolfson"", ""locator"": ""paragraph 180"", ""source_type"": ""candidate_interview"", ""timing"": ""verified_publication_date""}, {""excerpt_id"": ""f2-wolfson-capital"", ""topic"": ""criminal_justice"", ""kind"": ""policy_position"", ""claim_summary"": ""Defends seeking capital punishment in eligible cases so juries can decide, while disputing the resource argument against it. Legal and cost claims remain attributed."", ""quote"": ""giving the jury the option"", ""source_url"": ""https://thenevadaindependent.com/article/on-the-record-the-policy-positions-of-clark-county-district-attorney-steve-wolfson"", ""locator"": ""paragraph 198"", ""source_type"": ""candidate_interview"", ""timing"": ""verified_publication_date""}, {""excerpt_id"": ""f2-wolfson-reform-frame"", ""topic"": ""campaign_approach"", ""kind"": ""campaign_frame"", ""claim_summary"": ""Acknowledges slow reform and a reactive system, rather than asserting the office needs no change."", ""quote"": ""We're more reactionary than visionary."", ""source_url"": ""https://thenevadaindependent.com/article/on-the-record-the-policy-positions-of-clark-county-district-attorney-steve-wolfson"", ""locator"": ""paragraph 162"", ""source_type"": ""candidate_interview"", ""timing"": ""verified_publication_date""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-0650530eb5458097dae5,2021-08-03,US House,District 11,Jeff Johnson,opponent,foreign_policy,3,0,0,"[{""excerpt_id"": ""oh21-johnson-two-state"", ""topic"": ""foreign_policy"", ""kind"": ""policy_position"", ""claim_summary"": ""Supports negotiated Israeli and Palestinian states living side by side in peace and mutual recognition."", ""quote"": ""I do believe in a two-state solution"", ""source_url"": ""https://image.jewishinsider.com/wp-content/uploads/2021/02/18170851/2021-Ohio-11th-Candidate-Questionnaire-Jeffrey-D.-Johnson.pdf"", ""locator"": ""paragraph 1"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""verified_publisher_release_bound""}, {""excerpt_id"": ""oh21-johnson-aid"", ""topic"": ""foreign_policy"", ""kind"": ""policy_position"", ""claim_summary"": ""Opposes aid conditions while urging diplomacy toward two states and discouraging aid uses contrary to that goal."", ""quote"": ""The funding to Israel should go without conditions"", ""source_url"": ""https://image.jewishinsider.com/wp-content/uploads/2021/02/18170851/2021-Ohio-11th-Candidate-Questionnaire-Jeffrey-D.-Johnson.pdf"", ""locator"": ""paragraph 1"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""verified_publisher_release_bound""}, {""excerpt_id"": ""oh21-johnson-iran"", ""topic"": ""foreign_policy"", ""kind"": ""policy_position"", ""claim_summary"": ""Supports reentry with strict Iranian compliance and continued enforcement through sanctions."", ""quote"": ""I would re-enter the JCPOA"", ""source_url"": ""https://image.jewishinsider.com/wp-content/uploads/2021/02/18170851/2021-Ohio-11th-Candidate-Questionnaire-Jeffrey-D.-Johnson.pdf"", ""locator"": ""paragraph 1"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""verified_publisher_release_bound""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-0650530eb5458097dae5,2021-08-03,US House,District 11,John E. Barnes Jr.,opponent,foreign_policy,3,0,0,"[{""excerpt_id"": ""oh21-barnes-two-state"", ""topic"": ""foreign_policy"", ""kind"": ""policy_position"", ""claim_summary"": ""Supports two states through good-faith negotiation and equitable security."", ""quote"": ""continue to encourage a two state solution"", ""source_url"": ""https://image.jewishinsider.com/wp-content/uploads/2021/02/18170853/2021-Ohio-11th-Candidate-Questionnaire-John-Barnes.pdf"", ""locator"": ""paragraph 1"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""verified_publisher_release_bound""}, {""excerpt_id"": ""oh21-barnes-aid"", ""topic"": ""foreign_policy"", ""kind"": ""policy_position"", ""claim_summary"": ""Supports continued Israeli assistance without outcome-linked conditions and continued diplomacy."", ""quote"": ""aid should not be conditional on specific results"", ""source_url"": ""https://image.jewishinsider.com/wp-content/uploads/2021/02/18170853/2021-Ohio-11th-Candidate-Questionnaire-John-Barnes.pdf"", ""locator"": ""paragraph 2"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""verified_publisher_release_bound""}, {""excerpt_id"": ""oh21-barnes-military"", ""topic"": ""foreign_policy"", ""kind"": ""policy_position"", ""claim_summary"": ""Supports a continued U.S. military presence in the Middle East for regional and U.S. security."", ""quote"": ""maintain a military presence"", ""source_url"": ""https://image.jewishinsider.com/wp-content/uploads/2021/02/18170853/2021-Ohio-11th-Candidate-Questionnaire-John-Barnes.pdf"", ""locator"": ""paragraph 2"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""verified_publisher_release_bound""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-0650530eb5458097dae5,2021-08-03,US House,District 11,Nina Turner,endorsed,foreign_policy,3,0,0,"[{""excerpt_id"": ""oh21-turner-two-state"", ""topic"": ""foreign_policy"", ""kind"": ""policy_position"", ""claim_summary"": ""Supports a two-state solution grounded in both peoples' self-determination, peace and security."", ""quote"": ""I’ve always supported a two-state solution"", ""source_url"": ""https://image.jewishinsider.com/wp-content/uploads/2021/02/18170852/2021-Ohio-11th-Candidate-Questionnaire-Nina-Turner.pdf"", ""locator"": ""paragraph 1"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""verified_publisher_release_bound""}, {""excerpt_id"": ""oh21-turner-iran"", ""topic"": ""foreign_policy"", ""kind"": ""policy_position"", ""claim_summary"": ""Supports reentering the JCPOA and then building on it through diplomacy."", ""quote"": ""U.S. re-entering the JCPOA"", ""source_url"": ""https://image.jewishinsider.com/wp-content/uploads/2021/02/18170852/2021-Ohio-11th-Candidate-Questionnaire-Nina-Turner.pdf"", ""locator"": ""paragraph 1"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""verified_publisher_release_bound""}, {""excerpt_id"": ""oh21-turner-aid-uses"", ""topic"": ""foreign_policy"", ""kind"": ""policy_position"", ""claim_summary"": ""Supports Israel's legitimate security assistance and Palestinian humanitarian aid but excludes taxpayer support for occupation, settlement expansion, child detention and annexation."", ""quote"": ""our government should not support it"", ""source_url"": ""https://image.jewishinsider.com/wp-content/uploads/2021/02/18170852/2021-Ohio-11th-Candidate-Questionnaire-Nina-Turner.pdf"", ""locator"": ""paragraph 2"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""verified_publisher_release_bound""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-0650530eb5458097dae5,2021-08-03,US House,District 11,Shirley Smith,opponent,foreign_policy,2,0,0,"[{""excerpt_id"": ""oh21-smith-aid"", ""topic"": ""foreign_policy"", ""kind"": ""policy_position"", ""claim_summary"": ""Supports outcome-linked aid conditions only if they do not compromise the U.S. strategic position or alliance."", ""quote"": ""condition its aid for specific results as long as our position of power is not compromised"", ""source_url"": ""https://image.jewishinsider.com/wp-content/uploads/2021/02/18170853/2021-Ohio-11th-Candidate-Questionnaire-Shirley-Smith.pdf"", ""locator"": ""paragraph 2"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""verified_publisher_release_bound""}, {""excerpt_id"": ""oh21-smith-iran"", ""topic"": ""foreign_policy"", ""kind"": ""policy_position"", ""claim_summary"": ""Supports reentry with Iranian adherence to limits, rejection of nuclear weapons, and inspections."", ""quote"": ""I would re-enter into the JCPOA"", ""source_url"": ""https://image.jewishinsider.com/wp-content/uploads/2021/02/18170853/2021-Ohio-11th-Candidate-Questionnaire-Shirley-Smith.pdf"", ""locator"": ""paragraph 1"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""verified_publisher_release_bound""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-0650530eb5458097dae5,2021-08-03,US House,District 11,Shontel Brown,opponent,foreign_policy,3,0,0,"[{""excerpt_id"": ""oh21-brown-two-state"", ""topic"": ""foreign_policy"", ""kind"": ""policy_position"", ""claim_summary"": ""Supports a negotiated two-state solution in which both parties are invested."", ""quote"": ""I support a two-state solution"", ""source_url"": ""https://image.jewishinsider.com/wp-content/uploads/2021/02/18170852/2021-Ohio-11th-Candidate-Questionnaire-Shontel-Brown.pdf"", ""locator"": ""paragraph 1"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""verified_publisher_release_bound""}, {""excerpt_id"": ""oh21-brown-aid"", ""topic"": ""foreign_policy"", ""kind"": ""policy_position"", ""claim_summary"": ""Supports the existing security-assistance memorandum and opposes conditioning aid on specified results."", ""quote"": ""I oppose conditioning our aid to Israel for specific results"", ""source_url"": ""https://image.jewishinsider.com/wp-content/uploads/2021/02/18170852/2021-Ohio-11th-Candidate-Questionnaire-Shontel-Brown.pdf"", ""locator"": ""paragraph 2"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""verified_publisher_release_bound""}, {""excerpt_id"": ""oh21-brown-iran"", ""topic"": ""foreign_policy"", ""kind"": ""policy_position"", ""claim_summary"": ""Supports negotiation of a longer, stronger nuclear agreement addressing additional security issues; this is not an unconditional promise to reenter unchanged."", ""quote"": ""longer and stronger"", ""source_url"": ""https://image.jewishinsider.com/wp-content/uploads/2021/02/18170852/2021-Ohio-11th-Candidate-Questionnaire-Shontel-Brown.pdf"", ""locator"": ""paragraph 1"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""verified_publisher_release_bound""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-0737ecc067d5cc0799e8,2018-03-06,"U.S. House, Texas District 2","U.S. House, Texas District 2",Ali Khorasani,endorsed,healthcare,1,0,0,"[{""excerpt_id"": ""exc-hist-a-02-003"", ""topic"": ""healthcare"", ""kind"": ""policy_position"", ""claim_summary"": ""Candidate-controlled policy heading; the cached page did not expose expanded mechanism text."", ""quote"": ""Medicare for all"", ""source_url"": ""https://web.archive.org/web/20180209101917id_/https://www.tx2.rocks/"", ""locator"": ""paragraph 20"", ""source_type"": ""archived_campaign_platform"", ""timing"": ""verified_archive_capture""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-0737ecc067d5cc0799e8,2018-03-06,"U.S. House, Texas District 2","U.S. House, Texas District 2",Jimmy Jones,opponent,campaign_strategy_and_framing,0,1,0,"[{""excerpt_id"": ""exc-hist-a-rec-jimmy-jones-001"", ""topic"": ""campaign_frame"", ""kind"": ""campaign_frame"", ""claim_summary"": ""First-person candidate-controlled framing; not treated as a substantive policy proposal."", ""quote"": ""solid and proven leadership experience"", ""source_url"": ""http://jdarnellforcongress.com/"", ""locator"": ""paragraph 15"", ""source_type"": ""archived_campaign_homepage"", ""timing"": ""verified_archive_capture""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-0737ecc067d5cc0799e8,2018-03-06,"U.S. House, Texas District 2","U.S. House, Texas District 2",Silky Malik,opponent,healthcare,0,1,0,"[{""excerpt_id"": ""exc-hist-a-02-004"", ""topic"": ""healthcare"", ""kind"": ""campaign_frame"", ""claim_summary"": ""Direct answer in a dated interview. This wording describes perceived feasibility, not an unambiguous commitment; the answer also emphasizes preserving the ACA during any transition."", ""quote"": ""universal healthcare sounds feasible"", ""source_url"": ""https://web.archive.org/web/20180118215314id_/https://www.freepresshouston.com/so-you-want-to-be-in-charge-silky-malik-d-for-texas-district-2/"", ""locator"": ""paragraph 27"", ""source_type"": ""candidate_interview"", ""timing"": ""verified_publication_date""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-0737ecc067d5cc0799e8,2018-03-06,"U.S. House, Texas District 2","U.S. House, Texas District 2",Todd Litton,opponent,family_policy,0,1,0,"[{""excerpt_id"": ""exc-hist-a-02-005"", ""topic"": ""family_policy"", ""kind"": ""campaign_frame"", ""claim_summary"": ""Candidate-controlled biography describes the campaign's early-childhood and afterschool focus; it is not a legislative promise."", ""quote"": ""affordable, quality care for all of our children"", ""source_url"": ""https://web.archive.org/web/20180118144058id_/https://toddlitton.com/"", ""locator"": ""paragraph 24"", ""source_type"": ""archived_campaign_page"", ""timing"": ""verified_archive_capture""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-0b902d615156cfc70e34,2026-06-16,City Council,Ward 1,Aparna Raj,endorsed,housing,1,0,0,"[{""excerpt_id"": ""ex-hb06-raj-housing"", ""topic"": ""housing"", ""kind"": ""policy_position"", ""claim_summary"": ""Candidate questionnaire answer; prompt excluded. Source association and canonical role come from the cached packet and were semantically checked; this is not independent ballot verification."", ""quote"": ""build more housing in every neighborhood and expand protections for renters and low-income homeowners"", ""source_url"": ""https://wtop.com/dc-election/2026/06/get-to-know-ward-1-dc-council-candidate-aparna-raj"", ""locator"": ""paragraph 120"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""pre_primary_time_unverified""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-0b902d615156cfc70e34,2026-06-16,City Council,Ward 1,Jackie Reyes Yanes,opponent,housing,1,0,0,"[{""excerpt_id"": ""ex-hb06-reyes-housing"", ""topic"": ""housing"", ""kind"": ""policy_position"", ""claim_summary"": ""Candidate questionnaire answer. Source association and canonical role come from the cached packet and were semantically checked; this is not independent ballot verification."", ""quote"": ""preserve and expand truly affordable housing so longtime residents are not pushed out"", ""source_url"": ""https://wtop.com/dc-election/2026/06/get-to-know-ward-1-dc-council-candidate-jackie-reyes-yanes"", ""locator"": ""paragraph 102"", ""source_type"": ""candidate_questionnaire | questionnaire"", ""timing"": ""pre_primary_time_unverified""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-0b902d615156cfc70e34,2026-06-16,City Council,Ward 1,Miguel Trindade Deramo,opponent,housing,1,0,0,"[{""excerpt_id"": ""ex-hb06-deramo-housing"", ""topic"": ""housing"", ""kind"": ""policy_position"", ""claim_summary"": ""Candidate questionnaire answer. Source association and canonical role come from the cached packet and were semantically checked; this is not independent ballot verification."", ""quote"": ""we can’t guarantee access to housing that doesn’t exist, and therefore we need to build more homes"", ""source_url"": ""https://wtop.com/dc-election/2026/06/get-to-know-ward-1-dc-council-candidate-miguel-trindade-deramo"", ""locator"": ""paragraph 116"", ""source_type"": ""candidate_questionnaire | questionnaire"", ""timing"": ""pre_primary_time_unverified""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-0b902d615156cfc70e34,2026-06-16,City Council,Ward 1,Rashida Brown,opponent,housing,1,0,0,"[{""excerpt_id"": ""ex-hb06-brown-housing"", ""topic"": ""housing"", ""kind"": ""policy_position"", ""claim_summary"": ""Candidate questionnaire answer. Source association and canonical role come from the cached packet and were semantically checked; this is not independent ballot verification."", ""quote"": ""expand access through bold updates to the Comprehensive Plan and by boosting rental and home purchase assistance"", ""source_url"": ""https://wtop.com/dc-election/2026/06/get-to-know-ward-1-dc-council-candidate-rashida-brown"", ""locator"": ""paragraph 101"", ""source_type"": ""candidate_questionnaire | questionnaire"", ""timing"": ""pre_primary_time_unverified""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-0b902d615156cfc70e34,2026-06-16,City Council,Ward 1,Terry Lynch,opponent,housing,1,0,0,"[{""excerpt_id"": ""ex-hb06-lynch-housing"", ""topic"": ""housing"", ""kind"": ""policy_position"", ""claim_summary"": ""Candidate questionnaire answer. Source association and canonical role come from the cached packet and were semantically checked; this is not independent ballot verification."", ""quote"": ""Rent control loopholes need closing to preserve existing low and moderate income housing."", ""source_url"": ""https://wtop.com/dc-election/2026/06/get-to-know-ward-1-dc-council-candidate-terry-lynch"", ""locator"": ""paragraph 116"", ""source_type"": ""candidate_questionnaire"", ""timing"": ""pre_primary_time_unverified""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
race-0deb7056246c06a2c331,2026-03-17,State Senate,District 33,Satnaam Mago,endorsed,campaign_strategy_and_framing | education | immigration | tax_budget,3,1,0,"[{""excerpt_id"": ""mago-college-2026"", ""topic"": ""education"", ""kind"": ""policy_position"", ""claim_summary"": ""Supports community-college bachelor's programs, paid internships with businesses and unions, and vocational training."", ""quote"": ""accreditation for bachelor's degrees"", ""source_url"": ""https://web.archive.org/web/20260320060653id_/https://www.letsgomago.com/"", ""locator"": ""paragraph 51"", ""source_type"": ""archived_campaign_platform"", ""timing"": ""pre_primary_time_unverified""}, {""excerpt_id"": ""mago-business-investment-2026"", ""topic"": ""tax_budget"", ""kind"": ""policy_position"", ""claim_summary"": ""Proposes tax incentives for businesses investing in employees and expanded small-business subsidies."", ""quote"": ""increase tax incentives for businesses to invest in their employees"", ""source_url"": ""https://web.archive.org/web/20260320060653id_/https://www.letsgomago.com/"", ""locator"": ""paragraph 35"", ""source_type"": ""archived_campaign_platform"", ""timing"": ""pre_primary_time_unverified""}, {""excerpt_id"": ""mago-due-process-2026"", ""topic"": ""immigration"", ""kind"": ""policy_position"", ""claim_summary"": ""Supports migrant due-process protections alongside workers' rights and economic security."", ""quote"": ""ensure migrants receive due process"", ""source_url"": ""https://web.archive.org/web/20260320060653id_/https://www.letsgomago.com/"", ""locator"": ""paragraph 34"", ""source_type"": ""archived_campaign_platform"", ""timing"": ""pre_primary_time_unverified""}, {""excerpt_id"": ""mago-campaign-funding-2026"", ""topic"": ""campaign_approach"", ""kind"": ""campaign_frame"", ""claim_summary"": ""Presents rejecting corporate PACs and relying on people-funded campaigning as the campaign's approach."", ""quote"": ""rejecting corporate PACs"", ""source_url"": ""https://web.archive.org/web/20260320060653id_/https://www.letsgomago.com/"", ""locator"": ""paragraph 44"", ""source_type"": ""archived_campaign_platform"", ""timing"": ""pre_primary_time_unverified""}]",Documented in selected reviewed evidence; not a complete platform or a measured campaign-priority ranking. Unobserved topics remain unknown.
