comparison_id,race_id,election_date,topic,relationship,analysis,review_method,timing_status,candidate_name,candidate_excerpt_id,candidate_quote,candidate_source_url,candidate_publication_date,candidate_locators,candidate_source_sha256,candidate_timing_status,opponent_name,opponent_excerpt_id,opponent_quote,opponent_source_url,opponent_publication_date,opponent_locators,opponent_source_sha256,opponent_timing_status,representation_kind,comparison_scope,election_timing,candidate_source_speaker_name,candidate_archive_url,candidate_capture_date,candidate_reviewed_locator,candidate_ballot_name,candidate_ballot_party,candidate_identity_resolution,candidate_identity_evidence_ids,candidate_identity_review_notes,opponent_source_speaker_name,opponent_archive_url,opponent_capture_date,opponent_reviewed_locator,opponent_ballot_name,opponent_ballot_party,opponent_identity_resolution,opponent_identity_evidence_ids,opponent_identity_review_notes,identity_resolution,identity_caveat,candidate_publication_month,candidate_source_type,opponent_publication_month,opponent_source_type
nc20-lockwood-price-organizing,race-e8d8bf3d5cbd3d734a6f,2020-03-03,campaign_approach,different_strategy,Lockwood foregrounds direct action and community organizing; Price foregrounds institutional leadership and bipartisan appropriations. Both approaches are documented in their own answers rather than assigned from their endorsement labels.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Daniel Ulysses Lockwood,nc20-lockwood-organizing,show up for direct action,https://cdn2.creativecirclemedia.com/chatham/files/20200225-180020-CNR_2020_0227.pdf,2020-02-27,paragraph 20,5665048cc23837a77d038cbe15f3d184f4a9a0002a6eb382469bb7ac99cd51b1,verified_publication_date,David E. Price,nc20-price-organizing,work on a bipartisan basis,https://cdn2.creativecirclemedia.com/chatham/files/20200225-180020-CNR_2020_0227.pdf,2020-02-27,paragraph 21,5665048cc23837a77d038cbe15f3d184f4a9a0002a6eb382469bb7ac99cd51b1,verified_publication_date,campaign_frame,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire
nc20-lockwood-price-foreign,race-e8d8bf3d5cbd3d734a6f,2020-03-03,foreign_policy,different_emphasis,"Lockwood foregrounds ending military interventions and particular arms support; Price foregrounds diplomacy, democratic institutions and displacement protections. These stated priorities do not prove opposite positions on an unmentioned specific intervention.",assistant_source_review_not_independent_human_gold,pre_primary_verified,Daniel Ulysses Lockwood,nc20-lockwood-foreign,stop arms sales to Saudi Arabia,https://cdn2.creativecirclemedia.com/chatham/files/20200225-180020-CNR_2020_0227.pdf,2020-02-27,paragraph 20,5665048cc23837a77d038cbe15f3d184f4a9a0002a6eb382469bb7ac99cd51b1,verified_publication_date,David E. Price,nc20-price-foreign,protect people displaced by conflict and climate change,https://cdn2.creativecirclemedia.com/chatham/files/20200225-180020-CNR_2020_0227.pdf,2020-02-27,paragraph 21,5665048cc23837a77d038cbe15f3d184f4a9a0002a6eb382469bb7ac99cd51b1,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire
ny17-elyateem-brannan-housing,race-3db59a6535d2b87f2703,2017-09-12,housing,different_mechanism,Both connect unsafe conversions to affordability and tenant protection. El-Yateem foregrounds affordable construction and stronger accountability; Brannan specifies a relocation fund financed by landlord fines. These tools can coexist.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Khader El-Yateem,ny17-elyateem-housing,build affordable housing,https://www.brooklynpaper.com/our-sit-down-with-bay-ridge-council-candidate-rev-khader-el-yateem/,2017-08-29,paragraph 118,6048f43489be2b5bc792e5668b92ef822697fd8cc815278fd3c0c144d4076c62,verified_publication_date,Justin Brannan,ny17-brannan-housing,help relocate people,https://www.brooklynpaper.com/our-sit-down-with-bay-ridge-council-candidate-justin-brannan/,2017-08-23,paragraph 109,f56c20adb8cb7d4b7d21cd58099eb14063f0edebe16a398c05abd9867bc01790,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_interview,,candidate_interview
ny17-elyateem-carroll-housing,race-3db59a6535d2b87f2703,2017-09-12,housing,different_mechanism,El-Yateem specifies affordable replacement housing alongside accountability; Carroll specifies judicially authorized inspections. The selected answers do not establish that either rejects the other's measure.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Khader El-Yateem,ny17-elyateem-housing,build affordable housing,https://www.brooklynpaper.com/our-sit-down-with-bay-ridge-council-candidate-rev-khader-el-yateem/,2017-08-29,paragraph 118,6048f43489be2b5bc792e5668b92ef822697fd8cc815278fd3c0c144d4076c62,verified_publication_date,Kevin Carroll,ny17-carroll-housing,force an inspection,https://www.brooklynpaper.com/our-sit-down-with-bay-ridge-council-candidate-kevin-peter-carroll/,2017-08-25,paragraph 118,a07a9a694c5867506b0adea0193bdff2ee14e943ccf321ed4d95107f50cb9a52,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_interview,,candidate_interview
ny17-elyateem-tong-housing,race-3db59a6535d2b87f2703,2017-09-12,housing,shared_position,Both explicitly propose more affordable homes for people otherwise displaced from unsafe conversions and reject treating fines alone as a sufficient remedy.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Khader El-Yateem,ny17-elyateem-housing,build affordable housing,https://www.brooklynpaper.com/our-sit-down-with-bay-ridge-council-candidate-rev-khader-el-yateem/,2017-08-29,paragraph 118,6048f43489be2b5bc792e5668b92ef822697fd8cc815278fd3c0c144d4076c62,verified_publication_date,Nancy Tong,ny17-tong-housing,give them more affordable housing,https://www.brooklynpaper.com/our-sit-down-with-bay-ridge-council-candidate-nancy-tong/,2017-09-06,paragraph 115,022a731055c70f137e8c930a55acbb9f6a84c7e938af45966cee0c521943e06d,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_interview,,candidate_interview
ny17-elyateem-brannan-bikes,race-3db59a6535d2b87f2703,2017-09-12,transportation,different_scope,"El-Yateem conditions bike-share support on preserving parking; Brannan favors waterfront recreation while doubting transportation utility. Both have qualified positions, not a simple pro-bike versus anti-bike split.",assistant_source_review_not_independent_human_gold,pre_primary_verified,Khader El-Yateem,ny17-elyateem-bikes,isn’t taking away parking spots,https://www.brooklynpaper.com/our-sit-down-with-bay-ridge-council-candidate-rev-khader-el-yateem/,2017-08-29,paragraph 121,6048f43489be2b5bc792e5668b92ef822697fd8cc815278fd3c0c144d4076c62,verified_publication_date,Justin Brannan,ny17-brannan-bikes,Recreationally,https://www.brooklynpaper.com/our-sit-down-with-bay-ridge-council-candidate-justin-brannan/,2017-08-23,paragraph 112,f56c20adb8cb7d4b7d21cd58099eb14063f0edebe16a398c05abd9867bc01790,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_interview,,candidate_interview
ny17-elyateem-carroll-bikes,race-3db59a6535d2b87f2703,2017-09-12,transportation,different_emphasis,El-Yateem emphasizes a no-parking-loss condition; Carroll emphasizes community participation in siting. These requirements are not inherently incompatible.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Khader El-Yateem,ny17-elyateem-bikes,isn’t taking away parking spots,https://www.brooklynpaper.com/our-sit-down-with-bay-ridge-council-candidate-rev-khader-el-yateem/,2017-08-29,paragraph 121,6048f43489be2b5bc792e5668b92ef822697fd8cc815278fd3c0c144d4076c62,verified_publication_date,Kevin Carroll,ny17-carroll-bikes,greater community participation,https://www.brooklynpaper.com/our-sit-down-with-bay-ridge-council-candidate-kevin-peter-carroll/,2017-08-25,paragraph 112,a07a9a694c5867506b0adea0193bdff2ee14e943ccf321ed4d95107f50cb9a52,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_interview,,candidate_interview
ny17-elyateem-tong-bikes,race-3db59a6535d2b87f2703,2017-09-12,transportation,different_emphasis,Both raise parking and siting concerns. El-Yateem makes retaining parking an explicit condition; Tong additionally emphasizes resident polling and rider safety. Her question about siting is not silently converted into an identical veto.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Khader El-Yateem,ny17-elyateem-bikes,isn’t taking away parking spots,https://www.brooklynpaper.com/our-sit-down-with-bay-ridge-council-candidate-rev-khader-el-yateem/,2017-08-29,paragraph 121,6048f43489be2b5bc792e5668b92ef822697fd8cc815278fd3c0c144d4076c62,verified_publication_date,Nancy Tong,ny17-tong-bikes,poll and ask the residents,https://www.brooklynpaper.com/our-sit-down-with-bay-ridge-council-candidate-nancy-tong/,2017-09-06,paragraph 109,022a731055c70f137e8c930a55acbb9f6a84c7e938af45966cee0c521943e06d,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_interview,,candidate_interview
ny17-elyateem-brannan-sanitation,race-3db59a6535d2b87f2703,2017-09-12,local_services,shared_position,Both argue taxpaying private-street residents deserve garbage collection. Brannan emphasizes litigation while El-Yateem describes service restoration and public outreach.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Khader El-Yateem,ny17-elyateem-sanitation,our garbage picked up,https://www.brooklynpaper.com/our-sit-down-with-bay-ridge-council-candidate-rev-khader-el-yateem/,2017-08-29,paragraph 124,6048f43489be2b5bc792e5668b92ef822697fd8cc815278fd3c0c144d4076c62,verified_publication_date,Justin Brannan,ny17-brannan-sanitation,deserve to have their garbage picked up,https://www.brooklynpaper.com/our-sit-down-with-bay-ridge-council-candidate-justin-brannan/,2017-08-23,paragraph 115,f56c20adb8cb7d4b7d21cd58099eb14063f0edebe16a398c05abd9867bc01790,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_interview,,candidate_interview
ny17-elyateem-tong-sanitation,race-3db59a6535d2b87f2703,2017-09-12,local_services,shared_position,Both support garbage collection for private-street taxpayers; Tong specifies smaller trucks as a practical tool.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Khader El-Yateem,ny17-elyateem-sanitation,our garbage picked up,https://www.brooklynpaper.com/our-sit-down-with-bay-ridge-council-candidate-rev-khader-el-yateem/,2017-08-29,paragraph 124,6048f43489be2b5bc792e5668b92ef822697fd8cc815278fd3c0c144d4076c62,verified_publication_date,Nancy Tong,ny17-tong-sanitation,a smaller truck,https://www.brooklynpaper.com/our-sit-down-with-bay-ridge-council-candidate-nancy-tong/,2017-09-06,paragraph 112,022a731055c70f137e8c930a55acbb9f6a84c7e938af45966cee0c521943e06d,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_interview,,candidate_interview
ny17-elyateem-carroll-sanitation,race-3db59a6535d2b87f2703,2017-09-12,local_services,different_scope,El-Yateem argues for collection based on taxpayer status. Carroll explicitly declines truck access while a street remains unmapped and proposes curbside disposal instead. This is a stated condition on service rather than an invented general opposition to sanitation.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Khader El-Yateem,ny17-elyateem-sanitation,our garbage picked up,https://www.brooklynpaper.com/our-sit-down-with-bay-ridge-council-candidate-rev-khader-el-yateem/,2017-08-29,paragraph 124,6048f43489be2b5bc792e5668b92ef822697fd8cc815278fd3c0c144d4076c62,verified_publication_date,Kevin Carroll,ny17-carroll-sanitation,If a street is not mapped,https://www.brooklynpaper.com/our-sit-down-with-bay-ridge-council-candidate-kevin-peter-carroll/,2017-08-25,paragraph 115,a07a9a694c5867506b0adea0193bdff2ee14e943ccf321ed4d95107f50cb9a52,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_interview,,candidate_interview
ny17-elyateem-tong-injection-sites,race-3db59a6535d2b87f2703,2017-09-12,public_health,shared_position,"Both explicitly oppose supervised injection facilities in these2017 interviews and favor counseling or treatment. The DSA endorsement is not used to infer the reverse position, and these statements are not clinical recommendations.",assistant_source_review_not_independent_human_gold,pre_primary_verified,Khader El-Yateem,ny17-elyateem-opioids,not something I will support,https://www.brooklynpaper.com/our-sit-down-with-bay-ridge-council-candidate-rev-khader-el-yateem/,2017-08-29,paragraph 127,6048f43489be2b5bc792e5668b92ef822697fd8cc815278fd3c0c144d4076c62,verified_publication_date,Nancy Tong,ny17-tong-opioids,should not have a place,https://www.brooklynpaper.com/our-sit-down-with-bay-ridge-council-candidate-nancy-tong/,2017-09-06,paragraph 121,022a731055c70f137e8c930a55acbb9f6a84c7e938af45966cee0c521943e06d,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_interview,,candidate_interview
ny17-elyateem-carroll-opioids,race-3db59a6535d2b87f2703,2017-09-12,public_health,shared_position,Both affirm counseling and treatment resources. This agreement is limited to that tool: Carroll's quoted answer does not establish agreement with El-Yateem's separate opposition to injection sites.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Khader El-Yateem,ny17-elyateem-counseling,counseling centers,https://www.brooklynpaper.com/our-sit-down-with-bay-ridge-council-candidate-rev-khader-el-yateem/,2017-08-29,paragraph 127,6048f43489be2b5bc792e5668b92ef822697fd8cc815278fd3c0c144d4076c62,verified_publication_date,Kevin Carroll,ny17-carroll-opioids,a good spot,https://www.brooklynpaper.com/our-sit-down-with-bay-ridge-council-candidate-kevin-peter-carroll/,2017-08-25,paragraph 127,a07a9a694c5867506b0adea0193bdff2ee14e943ccf321ed4d95107f50cb9a52,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_interview,,candidate_interview
ny17-elyateem-brannan-opioids,race-3db59a6535d2b87f2703,2017-09-12,public_health,different_emphasis,"El-Yateem foregrounds counseling, treatment and family engagement; Brannan foregrounds prevention, stigma reduction and child education. No direct injection-site disagreement is coded because Brannan's position on that detail appears only in reporter paraphrase here.",assistant_source_review_not_independent_human_gold,pre_primary_verified,Khader El-Yateem,ny17-elyateem-counseling,counseling centers,https://www.brooklynpaper.com/our-sit-down-with-bay-ridge-council-candidate-rev-khader-el-yateem/,2017-08-29,paragraph 127,6048f43489be2b5bc792e5668b92ef822697fd8cc815278fd3c0c144d4076c62,verified_publication_date,Justin Brannan,ny17-brannan-opioids,all-hands-on-deck approach,https://www.brooklynpaper.com/our-sit-down-with-bay-ridge-council-candidate-justin-brannan/,2017-08-23,paragraph 121,f56c20adb8cb7d4b7d21cd58099eb14063f0edebe16a398c05abd9867bc01790,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_interview,,candidate_interview
ny17-elyateem-carroll-frame,race-3db59a6535d2b87f2703,2017-09-12,campaign_approach,different_emphasis,El-Yateem foregrounds inclusion and resistance to attacks on civil liberties; Carroll presents a moderate cross-party community representative. This does not imply El-Yateem refuses cross-party cooperation; his separate email interview explicitly endorses it.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Khader El-Yateem,ny17-elyateem-frame,give everyone a voice,https://www.brooklynpaper.com/our-sit-down-with-bay-ridge-council-candidate-rev-khader-el-yateem/,2017-08-29,paragraph 103,6048f43489be2b5bc792e5668b92ef822697fd8cc815278fd3c0c144d4076c62,verified_publication_date,Kevin Carroll,ny17-carroll-frame,a moderate member,https://www.brooklynpaper.com/our-sit-down-with-bay-ridge-council-candidate-kevin-peter-carroll/,2017-08-25,paragraph 103,a07a9a694c5867506b0adea0193bdff2ee14e943ccf321ed4d95107f50cb9a52,verified_publication_date,campaign_frame,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_interview,,candidate_interview
ny17-elyateem-brannan-frame,race-3db59a6535d2b87f2703,2017-09-12,campaign_approach,different_emphasis,El-Yateem foregrounds inclusive community leadership and civil-liberties resistance; Brannan describes municipal constituent service as activism. The evidence does not support labeling Brannan simply anti-activist.,assistant_source_review_not_independent_human_gold,pre_primary_verified,Khader El-Yateem,ny17-elyateem-frame,give everyone a voice,https://www.brooklynpaper.com/our-sit-down-with-bay-ridge-council-candidate-rev-khader-el-yateem/,2017-08-29,paragraph 103,6048f43489be2b5bc792e5668b92ef822697fd8cc815278fd3c0c144d4076c62,verified_publication_date,Justin Brannan,ny17-brannan-frame,form of activism,https://www.brooklynpaper.com/our-sit-down-with-bay-ridge-council-candidate-justin-brannan/,2017-08-23,paragraph 103,f56c20adb8cb7d4b7d21cd58099eb14063f0edebe16a398c05abd9867bc01790,verified_publication_date,campaign_frame,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_interview,,candidate_interview
ny17-elyateem-tong-frame,race-3db59a6535d2b87f2703,2017-09-12,campaign_approach,different_emphasis,"El-Yateem foregrounds inclusion and civil-liberties leadership; Tong foregrounds constituent work and personal outreach over publicity. These are stated emphases, not measurements of how much either campaign advertised.",assistant_source_review_not_independent_human_gold,pre_primary_verified,Khader El-Yateem,ny17-elyateem-frame,give everyone a voice,https://www.brooklynpaper.com/our-sit-down-with-bay-ridge-council-candidate-rev-khader-el-yateem/,2017-08-29,paragraph 103,6048f43489be2b5bc792e5668b92ef822697fd8cc815278fd3c0c144d4076c62,verified_publication_date,Nancy Tong,ny17-tong-frame,I just like to work,https://www.brooklynpaper.com/our-sit-down-with-bay-ridge-council-candidate-nancy-tong/,2017-09-06,paragraph 124,022a731055c70f137e8c930a55acbb9f6a84c7e938af45966cee0c521943e06d,verified_publication_date,campaign_frame,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_interview,,candidate_interview
wi26-hong-barnes-housing,race-48b209f7fa641f4b280d,2026-08-11,housing,different_mechanism,"Hong specifies zoning, accessory dwellings and land trusts; Barnes foregrounds restrictions on concentrated corporate ownership. These can be complementary tools, not opposing affordability goals.",assistant_source_review_not_independent_human_gold,pre_primary_verified,Francesca Hong,wi26-hong-housing,better zoning regulations,https://pbswisconsin.org/watch/here-and-now/wisconsins-2026-governor-candidates-on-the-cost-of-housing-rxmiyw/,2026-04-22,paragraph 70,317ed5a620a3b13a3552a5de2cb7b18c1b1c2f1d7f0cd3c2d36e1a4f3896dbd3,verified_publication_date,Mandela Barnes,wi26-barnes-housing,corporate monopolies,https://pbswisconsin.org/watch/here-and-now/wisconsins-2026-governor-candidates-on-the-cost-of-housing-rxmiyw/,2026-04-22,paragraph 64,317ed5a620a3b13a3552a5de2cb7b18c1b1c2f1d7f0cd3c2d36e1a4f3896dbd3,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_interview,,candidate_interview
wi26-hong-rodriguez-housing,race-48b209f7fa641f4b280d,2026-08-11,housing,different_mechanism,"Hong names particular supply and permanent-affordability tools; Rodriguez emphasizes coordinating laws, administration and funding through a statewide plan. Neither answer rejects the other's approach.",assistant_source_review_not_independent_human_gold,pre_primary_verified,Francesca Hong,wi26-hong-housing,better zoning regulations,https://pbswisconsin.org/watch/here-and-now/wisconsins-2026-governor-candidates-on-the-cost-of-housing-rxmiyw/,2026-04-22,paragraph 70,317ed5a620a3b13a3552a5de2cb7b18c1b1c2f1d7f0cd3c2d36e1a4f3896dbd3,verified_publication_date,Sara Rodriguez,wi26-rodriguez-housing,three-legged stool,https://pbswisconsin.org/watch/here-and-now/wisconsins-2026-governor-candidates-on-the-cost-of-housing-rxmiyw/,2026-04-22,paragraph 66,317ed5a620a3b13a3552a5de2cb7b18c1b1c2f1d7f0cd3c2d36e1a4f3896dbd3,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_interview,,candidate_interview
wi26-hong-brennan-housing,race-48b209f7fa641f4b280d,2026-08-11,housing,different_emphasis,"Hong foregrounds specific housing forms and permanent affordability; Brennan foregrounds statewide planning and WHEDA's tools, housing security and ownership equity.",assistant_source_review_not_independent_human_gold,pre_primary_verified,Francesca Hong,wi26-hong-housing,better zoning regulations,https://pbswisconsin.org/watch/here-and-now/wisconsins-2026-governor-candidates-on-the-cost-of-housing-rxmiyw/,2026-04-22,paragraph 70,317ed5a620a3b13a3552a5de2cb7b18c1b1c2f1d7f0cd3c2d36e1a4f3896dbd3,verified_publication_date,Joel Brennan,wi26-brennan-housing,top-to-bottom housing plan,https://pbswisconsin.org/watch/here-and-now/wisconsins-2026-governor-candidates-on-the-cost-of-housing-rxmiyw/,2026-04-22,paragraph 72,317ed5a620a3b13a3552a5de2cb7b18c1b1c2f1d7f0cd3c2d36e1a4f3896dbd3,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_interview,,candidate_interview
wi26-hong-crowley-housing,race-48b209f7fa641f4b280d,2026-08-11,housing,different_emphasis,"Both discuss varied housing needs and supply. Hong specifies land trusts, zoning and ADUs; Crowley emphasizes local fit and housing for both subsidy-eligible families and otherwise priced-out buyers.",assistant_source_review_not_independent_human_gold,pre_primary_verified,Francesca Hong,wi26-hong-housing,better zoning regulations,https://pbswisconsin.org/watch/here-and-now/wisconsins-2026-governor-candidates-on-the-cost-of-housing-rxmiyw/,2026-04-22,paragraph 70,317ed5a620a3b13a3552a5de2cb7b18c1b1c2f1d7f0cd3c2d36e1a4f3896dbd3,verified_publication_date,David Crowley,wi26-crowley-housing,right size solution,https://pbswisconsin.org/watch/here-and-now/wisconsins-2026-governor-candidates-on-the-cost-of-housing-rxmiyw/,2026-04-22,paragraph 76,317ed5a620a3b13a3552a5de2cb7b18c1b1c2f1d7f0cd3c2d36e1a4f3896dbd3,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_interview,,candidate_interview
wi26-hong-roys-housing,race-48b209f7fa641f4b280d,2026-08-11,housing,shared_position,"Both explicitly support zoning changes to increase housing supply. Hong also specifies permanent-affordability tools, so this agreement is not a claim of identical full housing platforms.",assistant_source_review_not_independent_human_gold,pre_primary_verified,Francesca Hong,wi26-hong-housing,better zoning regulations,https://pbswisconsin.org/watch/here-and-now/wisconsins-2026-governor-candidates-on-the-cost-of-housing-rxmiyw/,2026-04-22,paragraph 70,317ed5a620a3b13a3552a5de2cb7b18c1b1c2f1d7f0cd3c2d36e1a4f3896dbd3,verified_publication_date,Kelda Roys,wi26-roys-housing,make zoning changes,https://pbswisconsin.org/watch/here-and-now/wisconsins-2026-governor-candidates-on-the-cost-of-housing-rxmiyw/,2026-04-22,paragraph 78,317ed5a620a3b13a3552a5de2cb7b18c1b1c2f1d7f0cd3c2d36e1a4f3896dbd3,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_interview,,candidate_interview
wi26-hong-barnes-data,race-48b209f7fa641f4b280d,2026-08-11,technology,different_mechanism,"Hong objects to subsidies and ratepayer cost shifts; Barnes specifies community-benefit agreements, local hiring, rate protections and community consent. This source does not establish that Barnes favors the subsidies Hong rejects.",assistant_source_review_not_independent_human_gold,pre_primary_verified,Francesca Hong,wi26-hong-data,subsidies and handouts,https://pbswisconsin.org/watch/here-and-now/data-centers-and-wisconsins-2026-candidates-for-governor-erbniy/,2026-02-18,paragraph 66,7e7c591a43ac62017910fdb70378bd1e4fcce284afa16beb880ecf773d1045e8,verified_publication_date,Mandela Barnes,wi26-barnes-data,community benefits agreement,https://pbswisconsin.org/watch/here-and-now/data-centers-and-wisconsins-2026-candidates-for-governor-erbniy/,2026-02-18,paragraph 72,7e7c591a43ac62017910fdb70378bd1e4fcce284afa16beb880ecf773d1045e8,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_interview,,candidate_interview
wi26-hong-rodriguez-data,race-48b209f7fa641f4b280d,2026-08-11,technology,different_mechanism,"Hong foregrounds avoiding corporate subsidies and public burdens; Rodriguez specifies contractual energy-cost responsibility, renewables and local acceptance. Both raise protection concerns.",assistant_source_review_not_independent_human_gold,pre_primary_verified,Francesca Hong,wi26-hong-data,subsidies and handouts,https://pbswisconsin.org/watch/here-and-now/data-centers-and-wisconsins-2026-candidates-for-governor-erbniy/,2026-02-18,paragraph 66,7e7c591a43ac62017910fdb70378bd1e4fcce284afa16beb880ecf773d1045e8,verified_publication_date,Sara Rodriguez,wi26-rodriguez-data,bearing those costs,https://pbswisconsin.org/watch/here-and-now/data-centers-and-wisconsins-2026-candidates-for-governor-erbniy/,2026-02-18,paragraph 76,7e7c591a43ac62017910fdb70378bd1e4fcce284afa16beb880ecf773d1045e8,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_interview,,candidate_interview
wi26-hong-brennan-data,race-48b209f7fa641f4b280d,2026-08-11,technology,different_emphasis,"Hong emphasizes subsidies, rates and environmental concerns; Brennan emphasizes transparency, accountability and avoiding taxpayer cost shifts. These are not inherently opposing positions.",assistant_source_review_not_independent_human_gold,pre_primary_verified,Francesca Hong,wi26-hong-data,subsidies and handouts,https://pbswisconsin.org/watch/here-and-now/data-centers-and-wisconsins-2026-candidates-for-governor-erbniy/,2026-02-18,paragraph 66,7e7c591a43ac62017910fdb70378bd1e4fcce284afa16beb880ecf773d1045e8,verified_publication_date,Joel Brennan,wi26-brennan-data,transparency,https://pbswisconsin.org/watch/here-and-now/data-centers-and-wisconsins-2026-candidates-for-governor-erbniy/,2026-02-18,paragraph 74,7e7c591a43ac62017910fdb70378bd1e4fcce284afa16beb880ecf773d1045e8,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_interview,,candidate_interview
