comparison_id,race_id,election_date,topic,relationship,analysis,review_method,timing_status,candidate_name,candidate_excerpt_id,candidate_quote,candidate_source_url,candidate_publication_date,candidate_locators,candidate_source_sha256,candidate_timing_status,opponent_name,opponent_excerpt_id,opponent_quote,opponent_source_url,opponent_publication_date,opponent_locators,opponent_source_sha256,opponent_timing_status,representation_kind,comparison_scope,election_timing,candidate_source_speaker_name,candidate_archive_url,candidate_capture_date,candidate_reviewed_locator,candidate_ballot_name,candidate_ballot_party,candidate_identity_resolution,candidate_identity_evidence_ids,candidate_identity_review_notes,opponent_source_speaker_name,opponent_archive_url,opponent_capture_date,opponent_reviewed_locator,opponent_ballot_name,opponent_ballot_party,opponent_identity_resolution,opponent_identity_evidence_ids,opponent_identity_review_notes,identity_resolution,identity_caveat,candidate_publication_month,candidate_source_type,opponent_publication_month,opponent_source_type,timing_caveat
cmp-ca26-chris-sasan-single-payer,race-76c7cbb9d6b99bc5d802,2026-06-02,healthcare,shared_position,Espinosa and Samadzadeh each explicitly support a Medicare-for-All single-payer system. Publication and pre-primary timing remain unresolved for the retained platform wording.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Chris Espinosa,ex-ca26-chris-single-payer,I support universal coverage through a Medicare for All–style system,https://www.espinosaforcongress.com/issues,,paragraph 31,d131e0671fd0bd2b60bdc5d1c46ae0dcb0719ce0de224f3a535158374a56e707,pre_primary_time_unverified,Sasan Samadzadeh,ex-ca26-sasan-single-payer,Fight for Medicare for All — a single-payer system,https://sasansamadzadeh.org/,,paragraph 48,07d471e5894a5f1529420edb0845b57cfad43d9350a86d828b8a2c72160dd560,pre_primary_time_unverified,policy_position,nonpartisan_ballot_endorsed_vs_democrats,past_scheduled_date,Chris Espinosa,https://web.archive.org/web/20260603205553id_/https://www.espinosaforcongress.com/issues,2026-06-03,"Healthcare for All section, opening platform sentence",Chris Espinosa,Democratic,exact_case_insensitive_match,,,Sasan Samadzadeh,,,"Healthcare platform, fifth bullet",Sasan Samadzadeh,Democratic,exact_case_insensitive_match,,,,,,,,,At least one authentic campaign statement or election-guide answer was retrieved after the primary without a verified publication date or pre-primary capture. This comparison does not establish the exact text available to voters before the election.
cmp-ca26-chris-jacqui-renewable-energy,race-76c7cbb9d6b99bc5d802,2026-06-02,climate,shared_position,"Espinosa and Irwin each support accelerating a transition toward renewable or clean energy. The short excerpts do not establish identical timelines, technologies, or labor standards, and both retained wordings are timing-unverified.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Chris Espinosa,ex-ca26-chris-renewable-energy,"Accelerate a just transition to a clean energy, pollution-free economy",https://www.espinosaforcongress.com/issues,,paragraph 59,d131e0671fd0bd2b60bdc5d1c46ae0dcb0719ce0de224f3a535158374a56e707,pre_primary_time_unverified,Jacqui Irwin,ex-ca26-jacqui-renewable-energy,Supports the acceleration of renewable energy goals and planning,https://jacquiirwin.com/champion-for-our-environment,,paragraph 33,91ee83259d86a903c6a27283ff77a7d27c9d85b1f897c5d09c28d2cce11014e2,pre_primary_time_unverified,policy_position,nonpartisan_ballot_endorsed_vs_democrats,past_scheduled_date,Chris Espinosa,https://web.archive.org/web/20260603205553id_/https://www.espinosaforcongress.com/issues,2026-06-03,"Climate & Environmental Justice section, second policy bullet",Chris Espinosa,Democratic,exact_case_insensitive_match,,,Jacqui Irwin,,,"Champion for Our Environment, third record bullet",Jacqui Irwin,Democratic,exact_case_insensitive_match,,,,,,,,,At least one authentic campaign statement or election-guide answer was retrieved after the primary without a verified publication date or pre-primary capture. This comparison does not establish the exact text available to voters before the election.
cmp-ca26-chris-sonia-ssfl-cleanup,race-76c7cbb9d6b99bc5d802,2026-06-02,environment,shared_position,Espinosa and Kacker selected the same survey proposition: complete background cleanup removing all man-made contamination or equivalent. The survey's publication date and pre-primary text version remain unresolved.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Chris Espinosa,ex-ca26-chris-ssfl-cleanup,A complete “Background” cleanup to remove all man-made contamination or equivalent,https://parentsagainstssfl.com/vote,,paragraph 133 | paragraph 158 | paragraph 173 | paragraph 191 | paragraph 206 | paragraph 226 | paragraph 244 | paragraph 261 | paragraph 279,5b3b08ebad6e45392fe6ab74471e74351ded03423374bc673cd21cfd4029133c,pre_primary_time_unverified,Sonia Devgan-Kacker,ex-ca26-sonia-ssfl-cleanup,A complete “Background” cleanup to remove all man-made contamination or equivalent,https://parentsagainstssfl.com/vote,,paragraph 133 | paragraph 158 | paragraph 173 | paragraph 191 | paragraph 206 | paragraph 226 | paragraph 244 | paragraph 261 | paragraph 279,5b3b08ebad6e45392fe6ab74471e74351ded03423374bc673cd21cfd4029133c,pre_primary_time_unverified,policy_position,nonpartisan_ballot_endorsed_vs_democrats,past_scheduled_date,Chris Espinosa,,,"Chris Espinosa, District CA-26 section; answer to cleanup-position question",Chris Espinosa,Democratic,exact_case_insensitive_match,,,Sonia Kacker,,,"Sonia Kacker, MD, District CA-26 section; answer to cleanup-position question",Sonia Kacker,Democratic,accepted_direct_official_alias,ca-identity-certified-candidates-20260326 | ca26-sonia-campaign-alias-current | ca26-ssfl-candidate-survey-current,Direct candidate-controlled alias evidence: the campaign document identifies Dr. Sonia Kacker in its metadata and Dr. Sonia Devgan-Kacker in JSON-LD for the same CA-26 campaign; the official certified list and result row use Sonia Kacker. Reviewed policy excerpts keep the source/ballot speaker string Sonia Kacker and are not silently renamed.,,,,,,,At least one authentic campaign statement or election-guide answer was retrieved after the primary without a verified publication date or pre-primary capture. This comparison does not establish the exact text available to voters before the election.
cmp-ca24-helena-sarah-single-payer,race-b72c70764e7173f3e7b1,2026-06-02,healthcare,shared_position,"Pasquarella and Bacon each support extending Medicare coverage to everyone. This is the narrower shared proposition established by the excerpts; Bacon's wording does not by itself establish single-payer financing or identical system design. Bacon's platform launch is dated before the primary; Pasquarella's retained campaign page is undated, so the pair remains timing-unverified.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Helena Pasquarella,ex-ca24-helena-single-payer,fight for Medicare for All,https://www.pasquarellaforcongress.com/issues,,paragraph 46,1b8ebf45ac9c5135a512de5b30e9bfe26c4dbdddf1ef00a9e3d588fe14fac807,pre_primary_time_unverified,Sarah Bacon,ex-ca24-sarah-single-payer,expanding Medicare to cover all Americans,https://www.sarahbacon.com/sarah-bacon-platform-launch-050426.pdf,2026-05-04,paragraph 1,a50ce7532eb16ebc8ce4e377f631af5d2148a0b5ba58ffa2d47faf8f9fa81a90,verified_publication_date,policy_position,nonpartisan_ballot_endorsed_vs_democrats,past_scheduled_date,Helena Pasquarella,,,"Universal Single-Payer Healthcare for All, final paragraph",Helena Pasquarella,Peace and Freedom,exact_case_insensitive_match,,,Sarah Bacon,,,"PDF page 1, platform-summary paragraph following Bacon's first direct quotation",Sarah Bacon,Democratic,exact_case_insensitive_match,,,,,,,,,At least one authentic campaign statement or election-guide answer was retrieved after the primary without a verified publication date or pre-primary capture. This comparison does not establish the exact text available to voters before the election.
cmp-ca24-helena-salud-healthcare-strategy,race-b72c70764e7173f3e7b1,2026-06-02,healthcare,different_emphasis,"Pasquarella emphasizes Medicare coverage for everyone, while Carbajal's retained page emphasizes ACA premium-tax-credit expansion to lower premiums. Carbajal's source does not state whether he supports or opposes Medicare for All or single-payer financing, so this is only a difference in the emphasis of the retained passages, not a proven insurance-strategy disagreement. Both retained campaign pages are timing-unverified.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Helena Pasquarella,ex-ca24-helena-single-payer,fight for Medicare for All,https://www.pasquarellaforcongress.com/issues,,paragraph 46,1b8ebf45ac9c5135a512de5b30e9bfe26c4dbdddf1ef00a9e3d588fe14fac807,pre_primary_time_unverified,Salud Carbajal,ex-ca24-salud-healthcare-expansion,I successfully got ACA tax cuts expanded for millions of families to get lower premiums,https://www.saludcarbajal.com/issues/making-health-care-more-affordable,,paragraph 29,e52047b1c804c0e46a2a0ba62cafbb3d800f16c4c5a1b6e4dec5bb13e86a874a,pre_primary_time_unverified,policy_position,nonpartisan_ballot_endorsed_vs_democrats,past_scheduled_date,Helena Pasquarella,,,"Universal Single-Payer Healthcare for All, final paragraph",Helena Pasquarella,Peace and Freedom,exact_case_insensitive_match,,,Salud Carbajal,,,"Making Health Care More Affordable, fourth paragraph",Salud Carbajal,Democratic,exact_case_insensitive_match,,,,,,,,,At least one authentic campaign statement or election-guide answer was retrieved after the primary without a verified publication date or pre-primary capture. This comparison does not establish the exact text available to voters before the election.
cmp-mo04-gray-rogers-housing,race-3b9a8d1c4fa2cbcadb73,2026-08-04,housing,different_emphasis,"Gray specifies public-housing investment and Faircloth repeal. Rogers' current housing-and-childcare card emphasizes loan/grant programs and tax credits. These priorities can coexist; no opposition to public housing is inferred, and Rogers' pre-primary text version is unverified.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Hartzell Gray,ex-mo04-hartzell-housing-1,"repeal the Faircloth Amendment, and invest in public housing that’s safe, modern, and energy-efficient",https://www.hartzellforcongress.com/,,paragraph 56,6c1e351c090b6a5bba5e11a260067bf9d04a830906831efc4f42cf8f78ee204d,verified_archive_capture,Ashleigh Rogers,ex-mo04-rogers-housing-programs,"Increasing loan and grant programs, tax credits",https://ashleighrogers4congress.com/,,paragraph 49,85a3bc07c4d3178079fbe66c7696c785cf35f74df6042595329fcbaa7ec52ee1,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,Hartzell Gray,https://web.archive.org/web/20260803201925id_/https://www.hartzellforcongress.com/,2026-08-03,"Housing is a Human Right section, second paragraph",Hartzell Gray 3rd,Democratic,accepted_contextual_official_alias,mo04-identity-sos-20260606 | mo04-hartzell-platform-20260803,"Explicit same-race mapping of the campaign/registry display name to the certified name with suffix. Contextual official and campaign evidence, not a fuzzy global merge or a claim that an official candidate number was assigned.",Ashleigh Rogers,,,"paragraph 49, Housing and Childcare card",Ashleigh Rogers,Democratic,exact_case_insensitive_match,,,,,,,,,At least one authentic campaign statement or election-guide answer was retrieved after the primary without a verified publication date or pre-primary capture. This comparison does not establish the exact text available to voters before the election.
cmp-hist-a-08-005,race-2c2133100c33cde0b378,2026-06-23,healthcare,shared_position,Both explicitly support the New York Health Act.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Adam Bojak,exc-hist-a-08-016,healthcare free at the point of service for all New Yorkers,https://www.bojakforassembly.com/platform-policy,,paragraph 38,6cd97690eccba4bc16673f1ab195c2f368478b02ccdd2da65a62d100e84a02f6,pre_primary_time_unverified,Kevin Deese,exc-hist-a-08-018,Pass the New York Health Act or similarly transformative legislation,https://www.kevindeese.com/platform,,paragraph 52,2c442e3f10eb4a010da22fabb5f730542ff6d7543d99309ac9f8fadc18acef21,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,campaign_issue_page,,official_campaign_platform,At least one authentic source has an unverified pre-primary publication/version.
cmp-hist-a-09-006,race-3db62fccce64bbd64336,2026-05-19,healthcare,different_emphasis,Samson campaigns on 'healthcare for everyone' and Henderson supports expanded healthcare access. Neither short passage establishes the exact coverage mechanism or a narrower boundary.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Mathewos Samson,exc-hist-a-09-020,"I’m running on affordable housing, healthcare for everyone, and fully funding our schools",https://atlantaciviccircle.org/2026/04/01/unexpected-candidate-dsa-mathewos-samson-legislature-georgia,,paragraph 56,1762fc5622cee44d475ebe94e14fa485b3a09cb88bdf8d8be20ed2166d5a40ac,pre_primary_time_unverified,Demetria Henderson,exc-hist-a-09-019,advocate for expanded healthcare access,https://hendersonforga58.org/,,paragraph 40,e69e10e868424471624e3f0ddb0c044eddce84313a309394357452fb5e935038,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_interview,,campaign_website,At least one authentic source has an unverified pre-primary publication/version.
cmp-hist-a-10-007,race-3feef0e6623161e871c8,2026-06-23,housing,different_strategy,Both address housing affordability; Shaw prioritizes public production financing while Eriksen emphasizes zoning reform.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,"Izola ""Zola"" Shaw",exc-hist-a-10-022,I will prioritize expanding the Housing Production Fund,https://www.montgomery4all.org/izola-shaw-2026,,paragraph 86,abc353a5dad5a1288780ccee8e496d2dc3ee2aafabaa1e350bfb66f8c49a7495,pre_primary_time_unverified,Allison Eriksen,exc-hist-a-10-021,support loosening SFZ restrictions and encouraging the building of housing with smaller footprints,https://www.montgomery4all.org/allison-eriksen-2026,,paragraph 90,2c3d60fc7ef359a9cab4ae0a8a1001dc7dc15a19cb8f63a71491435478d60417,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,questionnaire,,candidate_questionnaire | questionnaire,At least one authentic source has an unverified pre-primary publication/version.
cmp-hist-a-10-008,race-3feef0e6623161e871c8,2026-06-23,housing,different_strategy,Both address housing affordability; Shaw prioritizes public production financing while Ashman emphasizes missing-middle zoning.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,"Izola ""Zola"" Shaw",exc-hist-a-10-022,I will prioritize expanding the Housing Production Fund,https://www.montgomery4all.org/izola-shaw-2026,,paragraph 86,abc353a5dad5a1288780ccee8e496d2dc3ee2aafabaa1e350bfb66f8c49a7495,pre_primary_time_unverified,Jud Ashman,exc-hist-a-10-023,allow for more “missing middle” housing,https://www.montgomery4all.org/jud-ashman-2026,,paragraph 96,72e27d669a88075797944f89eb9e72f8f7bbd6734798331539bab4007e91d0d0,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,questionnaire,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
cmp-hist-a-11-009,race-73ab9dfc740e7a921829,2026-08-04,public_services,different_emphasis,"Taylor names a municipal sustainable-energy utility, while Rabhi states a broad anti-privatization principle. Specificity alone is not treated as a demonstrated scope disagreement.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Yousef Rabhi,exc-hist-a-11-025,"Any time you privatize a service, you lose control, you lose quality, you lose workers’ rights",https://michiganadvance.com/2026/02/02/rabhi-challenges-ann-arbors-democratic-establishment-with-socialist-mayoral-bid,,paragraph 49,b7f5cec70b01a49d7bf35d9e4865ab7e7516748ede032deb3eeb5e43617d01fc,pre_primary_time_unverified,Christopher Taylor,exc-hist-a-11-024,led the fight for Ann Arbor’s Sustainable Energy Utility,https://www.taylorforannarbor.com/,,paragraph 76,8b3fcbc39e5e6929359c774f306f0b70804a5e67787a10833666b482340d4a49,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_interview,,campaign_website,At least one authentic source has an unverified pre-primary publication/version.
cmp-hist-a-12-010,race-7887f598f39fd35231f5,2026-08-04,housing,different_emphasis,"Gilmer-Hill specifies social and publicly owned housing, while Kinaya calls generally for affordable-housing expansion. The generic language may encompass those models, so no scope disagreement is inferred.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Chris Gilmer-Hill,exc-hist-a-12-026,expanded social and publicly-owned housing options for every income level,https://chrisgilmerhill.com/,,paragraph 38,8e99c0482c788d760dd48a7f3e6e4139018b53aa5304951458d8eefc645b22e2,pre_primary_time_unverified,Fedor Kinaya,exc-hist-a-12-028,Expand affordable housing across Michigan,https://kinayaformichigan.com/,,paragraph 29,1bee3299be330a8f4d88580822fa1e4d961f462147e124b7d9bdb6974971292a,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,campaign_page,,campaign_page,At least one authentic source has an unverified pre-primary publication/version.
cmp-hist-a-14-012,race-a493243e3fd4b72b829f,2026-06-16,housing,different_strategy,"Both support stronger tenant protections, with Lewis George naming rent stabilization and Sampath emphasizing enforcement.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Janeese Lewis George,exc-hist-a-14-034,strengthen and expand DC’s rent stabilization program,https://janeesefordc.com/platform/homes-for-all,,paragraph 41,47f319f268db86722a8c8dba98ee008db7816df3b4f5db9dfc24761ed79c3c8e,pre_primary_time_unverified,Rini Sampath,exc-hist-a-14-036,"enforce tenant protections aggressively, crack down on predatory junk fees and illegal rent increases",https://wtop.com/dc-election/2026/06/get-to-know-dc-mayoral-candidate-rini-sampath,,paragraph 153,4c30c2846e40ef44e2704b543fdcbec7579590ebfc31bcff962448779d212f45,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,official_campaign_page,,candidate_interview | candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
cmp-hist-a-14-013,race-a493243e3fd4b72b829f,2026-06-16,housing,different_strategy,Both address housing affordability; Lewis George emphasizes rent stabilization while McDuffie emphasizes accelerated mixed-income production.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Janeese Lewis George,exc-hist-a-14-034,strengthen and expand DC’s rent stabilization program,https://janeesefordc.com/platform/homes-for-all,,paragraph 41,47f319f268db86722a8c8dba98ee008db7816df3b4f5db9dfc24761ed79c3c8e,pre_primary_time_unverified,Kenyan R. McDuffie,exc-hist-a-14-035,"fast-track the 6,000 homes planned for the site, including the 30% affordable units",https://wtop.com/dc-election/2026/06/get-to-know-dc-mayoral-candidate-kenyan-mcduffie,,paragraph 140,4a1bf502fc0177caf446d4f98bc70378595b8ee9f3921319ac59606cbbdafdf6,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,official_campaign_page,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
cmp-hist-a-14-014,race-a493243e3fd4b72b829f,2026-06-16,housing,different_strategy,Both address housing affordability; Lewis George emphasizes rent stabilization while Orange emphasizes trust-fund financing and partnerships.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Janeese Lewis George,exc-hist-a-14-034,strengthen and expand DC’s rent stabilization program,https://janeesefordc.com/platform/homes-for-all,,paragraph 41,47f319f268db86722a8c8dba98ee008db7816df3b4f5db9dfc24761ed79c3c8e,pre_primary_time_unverified,"Vincent Orange (""VO"")",exc-hist-a-14-037,accelerate affordable housing production through the Housing Production Trust Fund and partnerships,https://wtop.com/dc-election/2026/06/get-to-know-dc-mayoral-candidate-vincent-orange,,paragraph 164,875c8d92129c49d8ccee6e16e12e1cc53ac82dcc65ad7d051e73503729de7fe5,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,official_campaign_page,,candidate_questionnaire | questionnaire,At least one authentic source has an unverified pre-primary publication/version.
cmp-hist-a-15-015,race-a8714bfc41c3a8b6f98f,2026-06-23,healthcare,different_emphasis,"Kattan explicitly lists universal healthcare, while Rahman prioritizes healthcare access without specifying a coverage mechanism or boundary. No narrower scope is inferred.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Samantha Kattan,exc-hist-a-15-040,"social housing, strong tenant protections, universal healthcare, free childcare, immigrant rights",https://www.samanthaforqueens.com/,,paragraph 39,32769b65222e4ef433d8f3d5c585ac9acb5787fc3ba011cd73b4e4deefd2e9e4,pre_primary_time_unverified,Pia Rahman,exc-hist-a-15-039,"fight for small businesses, healthcare access, and reliable public transit",https://politicsny.com/2026/06/01/campaign-insiders-a-qa-with-ad-37-candidate-pia-rahman/,2026-06-01,paragraph 137,69050756839d325ac7d68117eb0d33b105479d3bf17c9898445407bb55bbd1f7,verified_publication_date,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,campaign_website,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
cmp-hist-a-17-016,race-d6b2b42e806068d1745f,2026-05-19,housing,different_strategy,Both address housing affordability; Carpenter emphasizes tenant protections while Hartmeier-Prigg combines supply expansion with rental assistance.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Tammy Carpenter,exc-hist-a-17-043,implement essential protections from abusive corporate landlords,https://tammyfororegon.com/platform,,paragraph 24,9286a3f46307f97666dd171b64f78505b82b22112d907e5f99f40a09c1be8c9b,pre_primary_time_unverified,Ashley Hartmeier-Prigg,exc-hist-a-17-042,"expanding affordable housing, improving rental assistance for families",https://oregoncapitalchronicle.com/voter-guides/contests/2026-democratic-primary-oregon-house-district-27/,,paragraph 61,4a2b7cd77af736ba3508d00974ec5678a6e347d80b579e08909f9163ffdfaa67,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,campaign_page,,candidate_questionnaire,At least one authentic source has an unverified pre-primary publication/version.
cmp-hb06-raj-reyes-housing,race-0b902d615156cfc70e34,2026-06-16,housing,different_emphasis,Raj combines new supply with renter and homeowner protections; Reyes Yanes emphasizes preserving and expanding affordability for existing residents.,assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Aparna Raj,ex-hb06-raj-housing,build more housing in every neighborhood and expand protections for renters and low-income homeowners,https://wtop.com/dc-election/2026/06/get-to-know-ward-1-dc-council-candidate-aparna-raj,,paragraph 120,0a9e9b76018d6e762754c97151ad4b8a2e75917b00a9af6a1563d32f943a0955,pre_primary_time_unverified,Jackie Reyes Yanes,ex-hb06-reyes-housing,preserve and expand truly affordable housing so longtime residents are not pushed out,https://wtop.com/dc-election/2026/06/get-to-know-ward-1-dc-council-candidate-jackie-reyes-yanes,,paragraph 102,29ac89928eec00799fad273ddc72cab226d3172cb6fd3141d1c1dc94db8ec71d,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire | questionnaire,At least one authentic source has an unverified pre-primary publication/version.
cmp-hb06-raj-deramo-housing,race-0b902d615156cfc70e34,2026-06-16,housing,different_emphasis,"Both support adding housing and preserving affordability, with Raj emphasizing renter protections and Deramo emphasizing that access requires additional homes.",assistant_source_review_not_independent_human_gold,pre_primary_time_unverified,Aparna Raj,ex-hb06-raj-housing,build more housing in every neighborhood and expand protections for renters and low-income homeowners,https://wtop.com/dc-election/2026/06/get-to-know-ward-1-dc-council-candidate-aparna-raj,,paragraph 120,0a9e9b76018d6e762754c97151ad4b8a2e75917b00a9af6a1563d32f943a0955,pre_primary_time_unverified,Miguel Trindade Deramo,ex-hb06-deramo-housing,"we can’t guarantee access to housing that doesn’t exist, and therefore we need to build more homes",https://wtop.com/dc-election/2026/06/get-to-know-ward-1-dc-council-candidate-miguel-trindade-deramo,,paragraph 116,1dba8154aacae14e4699496ae7b931316a012dfaa8a85efed5702592d5b675dd,pre_primary_time_unverified,policy_position,democratic_primary,past_scheduled_date,,,,,,,,,,,,,,,,,,,canonical_registry_and_cached_source_association,Canonical registry role and retained candidate-source association; not a new independent ballot certification.,,candidate_questionnaire,,candidate_questionnaire | questionnaire,At least one authentic source has an unverified pre-primary publication/version.
