research_group,election_year,candidate_names,entity_kind,grouping_scope,records_without_direct_review,records_with_direct_review,race_ids,meaning
race-b09000f66d0e00938b76 | Raymond Berarducci III,2018,Raymond Berarducci III,individual_candidate,one_registry_record,1,0,race-b09000f66d0e00938b76,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-b38f46eb6b6a8ac16a5d | Bill Kinne,2021,Bill Kinne,individual_candidate,one_registry_record,1,0,race-b38f46eb6b6a8ac16a5d,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-b38f46eb6b6a8ac16a5d | Joe Bennett,2021,Joe Bennett,individual_candidate,one_registry_record,1,0,race-b38f46eb6b6a8ac16a5d,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-b4a00d1c6cfef90c530e | Cheryl L. Kennedy,2021,Cheryl L. Kennedy,individual_candidate,one_registry_record,1,0,race-b4a00d1c6cfef90c530e,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-b4a00d1c6cfef90c530e | Marketa M. Edwards,2021,Marketa M. Edwards,individual_candidate,one_registry_record,1,0,race-b4a00d1c6cfef90c530e,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-b4f6fe7d9ee2bac1986f | Ali A. Khorasani,2018,Ali A. Khorasani,individual_candidate,one_registry_record,1,0,race-b4f6fe7d9ee2bac1986f,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-b4f6fe7d9ee2bac1986f | H. P. Parvizian,2018,H. P. Parvizian,individual_candidate,one_registry_record,1,0,race-b4f6fe7d9ee2bac1986f,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-b4f6fe7d9ee2bac1986f | J. Darnell Jones,2018,J. Darnell Jones,individual_candidate,one_registry_record,1,0,race-b4f6fe7d9ee2bac1986f,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-b4f6fe7d9ee2bac1986f | Silky Malik,2018,Silky Malik,individual_candidate,one_registry_record,1,0,race-b4f6fe7d9ee2bac1986f,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-b4f6fe7d9ee2bac1986f | Todd Litton,2018,Todd Litton,individual_candidate,one_registry_record,1,0,race-b4f6fe7d9ee2bac1986f,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-b7a4ba81baaed6e4cbae | Becca Balint,2022,Becca Balint,individual_candidate,one_registry_record,1,0,race-b7a4ba81baaed6e4cbae,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-b7a4ba81baaed6e4cbae | Louis Meyers,2022,Louis Meyers,individual_candidate,one_registry_record,1,0,race-b7a4ba81baaed6e4cbae,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-b7a4ba81baaed6e4cbae | Molly Gray,2022,Molly Gray,individual_candidate,one_registry_record,1,0,race-b7a4ba81baaed6e4cbae,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-b7a4ba81baaed6e4cbae | Sianay Chase Clifford,2022,Sianay Chase Clifford,individual_candidate,one_registry_record,1,0,race-b7a4ba81baaed6e4cbae,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-b8f238ec989961d03079 | Jack W. Walker,2018,Jack W. Walker,individual_candidate,one_registry_record,1,0,race-b8f238ec989961d03079,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-b8f238ec989961d03079 | Lisa Willner,2018,Lisa Willner,individual_candidate,one_registry_record,1,0,race-b8f238ec989961d03079,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-b8f238ec989961d03079 | Richard Becker,2018,Richard Becker,individual_candidate,one_registry_record,1,0,race-b8f238ec989961d03079,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-b946fb34ccef5d22cc99 | Andrea Rutkowski,2024,Andrea Rutkowski,individual_candidate,one_registry_record,1,0,race-b946fb34ccef5d22cc99,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-b946fb34ccef5d22cc99 | Layla Taha,2024,Layla Taha,individual_candidate,one_registry_record,1,0,race-b946fb34ccef5d22cc99,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-b946fb34ccef5d22cc99 | Melandie Yvonne Hines,2024,Melandie Yvonne Hines,individual_candidate,one_registry_record,1,0,race-b946fb34ccef5d22cc99,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-b946fb34ccef5d22cc99 | Peter Herzberg,2024,Peter Herzberg,individual_candidate,one_registry_record,1,0,race-b946fb34ccef5d22cc99,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-b946fb34ccef5d22cc99 | Shannon Rochon,2024,Shannon Rochon,individual_candidate,one_registry_record,1,0,race-b946fb34ccef5d22cc99,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-b9eae99f1bef8d552966 | David Asbery,2021,David Asbery,individual_candidate,one_registry_record,1,0,race-b9eae99f1bef8d552966,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-b9eae99f1bef8d552966 | Frank Dixon,2021,Frank Dixon,individual_candidate,one_registry_record,1,0,race-b9eae99f1bef8d552966,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-b9eae99f1bef8d552966 | Jennifer M. Jason Sweeten,2021,Jennifer M. Jason Sweeten,individual_candidate,one_registry_record,1,0,race-b9eae99f1bef8d552966,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-b9eae99f1bef8d552966 | Joshua L. Watkins,2021,Joshua L. Watkins,individual_candidate,one_registry_record,1,0,race-b9eae99f1bef8d552966,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-b9eae99f1bef8d552966 | Melissa A. Kaplan-Charkow,2021,Melissa A. Kaplan-Charkow,individual_candidate,one_registry_record,1,0,race-b9eae99f1bef8d552966,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-b9eae99f1bef8d552966 | Nicholas McDonald,2021,Nicholas McDonald,individual_candidate,one_registry_record,1,0,race-b9eae99f1bef8d552966,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-b9eae99f1bef8d552966 | Siobhan Carter-David,2021,Siobhan Carter-David,individual_candidate,one_registry_record,1,0,race-b9eae99f1bef8d552966,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-bb09e2478a37b6714c42 | Ryan Clancy,2022,Ryan Clancy,individual_candidate,one_registry_record,1,0,race-bb09e2478a37b6714c42,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-bc91cd01622a56afcdbd | Andy J. Marte,2020,Andy J. Marte,individual_candidate,one_registry_record,1,0,race-bc91cd01622a56afcdbd,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-bdb8e4340ea9b3a4ff66 | Charles E. Branson,2020,Charles E. Branson,individual_candidate,one_registry_record,1,0,race-bdb8e4340ea9b3a4ff66,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-bdb8e4340ea9b3a4ff66 | Cooper Overstreet,2020,Cooper Overstreet,individual_candidate,one_registry_record,1,0,race-bdb8e4340ea9b3a4ff66,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-bdb8e4340ea9b3a4ff66 | Suzanne Valdez,2020,Suzanne Valdez,individual_candidate,one_registry_record,1,0,race-bdb8e4340ea9b3a4ff66,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-be73fd30b364372edaf2 | Eleanor Chavez,2024,Eleanor Chavez,individual_candidate,one_registry_record,1,0,race-be73fd30b364372edaf2,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-bf6c66701601243da841 | Franklin Bynum,2018,Franklin Bynum,individual_candidate,one_registry_record,1,0,race-bf6c66701601243da841,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-c322c6a34951f0c48895 | James Wright,2022,James Wright,individual_candidate,one_registry_record,1,0,race-c322c6a34951f0c48895,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-c322c6a34951f0c48895 | Rick Krajewski,2022,Rick Krajewski,individual_candidate,one_registry_record,1,0,race-c322c6a34951f0c48895,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-c5296c20ca06b0713b08 | Alfonso Lopez,2021,Alfonso Lopez,individual_candidate,one_registry_record,1,0,race-c5296c20ca06b0713b08,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-c5296c20ca06b0713b08 | Karishma Mehta,2021,Karishma Mehta,individual_candidate,one_registry_record,1,0,race-c5296c20ca06b0713b08,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-c56b98aec020c60a5f6f | Elisabeth Epps,2022,Elisabeth Epps,individual_candidate,one_registry_record,1,0,race-c56b98aec020c60a5f6f,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-c56b98aec020c60a5f6f | Katie March,2022,Katie March,individual_candidate,one_registry_record,1,0,race-c56b98aec020c60a5f6f,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-c5cb5879430c2ad69f6b | Eric Mattson,2022,Eric Mattson,individual_candidate,one_registry_record,1,0,race-c5cb5879430c2ad69f6b,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-c5cb5879430c2ad69f6b | Rachel Ventura,2022,Rachel Ventura,individual_candidate,one_registry_record,1,0,race-c5cb5879430c2ad69f6b,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-c74ad0b73e1151dcdf19 | Danny K. Davis,2018,Danny K. Davis,individual_candidate,one_registry_record,1,0,race-c74ad0b73e1151dcdf19,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-c74ad0b73e1151dcdf19 | Richard Mayers,2018,Richard Mayers,individual_candidate,one_registry_record,1,0,race-c74ad0b73e1151dcdf19,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-c84964a11f77b774c993 | Cynthia Brock,2023,Cynthia Brock,individual_candidate,one_registry_record,1,0,race-c84964a11f77b774c993,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-c84964a11f77b774c993 | Kayla Matos,2023,Kayla Matos,individual_candidate,one_registry_record,1,0,race-c84964a11f77b774c993,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-ca0f470cfbe302d74777 | Erik S. Frankel,2022,Erik S. Frankel,individual_candidate,one_registry_record,1,0,race-ca0f470cfbe302d74777,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-ca0f470cfbe302d74777 | Marcela Mitaynes,2022,Marcela Mitaynes,individual_candidate,one_registry_record,1,0,race-ca0f470cfbe302d74777,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-caaa92bf3977191343ac | Billy Lane Jr.,2020,Billy Lane Jr.,individual_candidate,one_registry_record,1,0,race-caaa92bf3977191343ac,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-caaa92bf3977191343ac | Dorothy King,2020,Dorothy King,individual_candidate,one_registry_record,1,0,race-caaa92bf3977191343ac,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-caaa92bf3977191343ac | John Johnson Jr.,2020,John Johnson Jr.,individual_candidate,one_registry_record,1,0,race-caaa92bf3977191343ac,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-caaa92bf3977191343ac | Shane Darby,2020,Shane Darby,individual_candidate,one_registry_record,1,0,race-caaa92bf3977191343ac,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-cc16575c10bba581f8b7 | Janice Winfrey,2022,Janice Winfrey,individual_candidate,one_registry_record,1,0,race-cc16575c10bba581f8b7,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-cc16575c10bba581f8b7 | Kelly Garrett,2022,Kelly Garrett,individual_candidate,one_registry_record,1,0,race-cc16575c10bba581f8b7,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-cc16575c10bba581f8b7 | Rashida Tlaib,2022,Rashida Tlaib,individual_candidate,one_registry_record,1,0,race-cc16575c10bba581f8b7,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-cc16575c10bba581f8b7 | Shanelle Jackson,2022,Shanelle Jackson,individual_candidate,one_registry_record,1,0,race-cc16575c10bba581f8b7,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-ceb86db4c84836622c21 | Kelly Cheatle,2025,Kelly Cheatle,individual_candidate,one_registry_record,1,0,race-ceb86db4c84836622c21,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-ceb86db4c84836622c21 | Luis Aponte,2025,Luis Aponte,individual_candidate,one_registry_record,1,0,race-ceb86db4c84836622c21,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-ceb86db4c84836622c21 | Niner M Davis,2025,Niner M Davis,individual_candidate,one_registry_record,1,0,race-ceb86db4c84836622c21,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-ceb86db4c84836622c21 | Tonya Noel Stevens,2025,Tonya Noel Stevens,individual_candidate,one_registry_record,1,0,race-ceb86db4c84836622c21,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-d07bcf8f1b4fd12c23bb | Megan Green,2020,Megan Green,individual_candidate,one_registry_record,1,0,race-d07bcf8f1b4fd12c23bb,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-d07bcf8f1b4fd12c23bb | Michelle Sherod,2020,Michelle Sherod,individual_candidate,one_registry_record,1,0,race-d07bcf8f1b4fd12c23bb,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-d07bcf8f1b4fd12c23bb | Rodney Hubbard Sr.,2020,Rodney Hubbard Sr.,individual_candidate,one_registry_record,1,0,race-d07bcf8f1b4fd12c23bb,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-d07bcf8f1b4fd12c23bb | Steve Roberts,2020,Steve Roberts,individual_candidate,one_registry_record,1,0,race-d07bcf8f1b4fd12c23bb,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-d0d830cb7a9e40e91152 | Paperboy Love Prince,2025,Paperboy Love Prince,individual_candidate,one_registry_record,1,0,race-d0d830cb7a9e40e91152,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-d0d830cb7a9e40e91152 | Selma K. Bartholomew,2025,Selma K. Bartholomew,individual_candidate,one_registry_record,1,0,race-d0d830cb7a9e40e91152,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-d0d830cb7a9e40e91152 | Whitney R. Tilson,2025,Whitney R. Tilson,individual_candidate,one_registry_record,1,0,race-d0d830cb7a9e40e91152,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-d45c9105a9d86f541f3d | Marcela Mitaynes,2024,Marcela Mitaynes,individual_candidate,one_registry_record,1,0,race-d45c9105a9d86f541f3d,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-d696522faa4508ad99d7 | Meghana “Meg” Anandarangam,2026,Meghana “Meg” Anandarangam,individual_candidate,one_registry_record,1,0,race-d696522faa4508ad99d7,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-d696522faa4508ad99d7 | Robert Graham,2026,Robert Graham,individual_candidate,one_registry_record,1,0,race-d696522faa4508ad99d7,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-d79b97f8b9365c8484c1 | Yara Hanlin Zokaien,2020,Yara Hanlin Zokaien,individual_candidate,one_registry_record,1,0,race-d79b97f8b9365c8484c1,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-d869a767938a99fbf252 | Jorge Cabrera,2020,Jorge Cabrera,individual_candidate,one_registry_record,1,0,race-d869a767938a99fbf252,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-d869a767938a99fbf252 | Justin Farmer,2020,Justin Farmer,individual_candidate,one_registry_record,1,0,race-d869a767938a99fbf252,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-d8835fb9366a2e5d54c7 | Amar Mukunda,2026,Amar Mukunda,individual_candidate,one_registry_record,1,0,race-d8835fb9366a2e5d54c7,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-d8a540e504ab2749d7b9 | Coby Owens,2024,Coby Owens,individual_candidate,one_registry_record,1,0,race-d8a540e504ab2749d7b9,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-d8a540e504ab2749d7b9 | Thea Lopez,2024,Thea Lopez,individual_candidate,one_registry_record,1,0,race-d8a540e504ab2749d7b9,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-d8a540e504ab2749d7b9 | Vincent M. White,2024,Vincent M. White,individual_candidate,one_registry_record,1,0,race-d8a540e504ab2749d7b9,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-db12d296fd5fe40602af | Amen Brown,2024,Amen Brown,individual_candidate,one_registry_record,1,0,race-db12d296fd5fe40602af,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-db2bbdecf941c5b1478e | Debra Markell,2021,Debra Markell,individual_candidate,one_registry_record,1,0,race-db2bbdecf941c5b1478e,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-db2bbdecf941c5b1478e | Harpreet S. Toor,2021,Harpreet S. Toor,individual_candidate,one_registry_record,1,0,race-db2bbdecf941c5b1478e,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-db2bbdecf941c5b1478e | Koshy O. Thomas,2021,Koshy O. Thomas,individual_candidate,one_registry_record,1,0,race-db2bbdecf941c5b1478e,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-db2bbdecf941c5b1478e | Linda Lee,2021,Linda Lee,individual_candidate,one_registry_record,1,0,race-db2bbdecf941c5b1478e,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-db2bbdecf941c5b1478e | Sanjeev Kumar Jindal,2021,Sanjeev Kumar Jindal,individual_candidate,one_registry_record,1,0,race-db2bbdecf941c5b1478e,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-db2bbdecf941c5b1478e | Steve Behar,2021,Steve Behar,individual_candidate,one_registry_record,1,0,race-db2bbdecf941c5b1478e,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-de21053db68753151e45 | Cesar Diaz,2025,Cesar Diaz,individual_candidate,one_registry_record,1,0,race-de21053db68753151e45,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-de378ad3073d92f58c34 | Dan Michniewicz,2020,Dan Michniewicz,individual_candidate,one_registry_record,1,0,race-de378ad3073d92f58c34,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-de378ad3073d92f58c34 | David A. Silkworth,2020,David A. Silkworth,individual_candidate,one_registry_record,1,0,race-de378ad3073d92f58c34,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-dea57c83cdef4681dc1f | Erik Simonson,2020,Erik Simonson,individual_candidate,one_registry_record,1,0,race-dea57c83cdef4681dc1f,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-dea57c83cdef4681dc1f | Jen McEwen,2020,Jen McEwen,individual_candidate,one_registry_record,1,0,race-dea57c83cdef4681dc1f,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-df353a5d05f5d7acb107 | Daniel Gillette,2018,Daniel Gillette,individual_candidate,one_registry_record,1,0,race-df353a5d05f5d7acb107,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-df353a5d05f5d7acb107 | Dave Biggers,2018,Dave Biggers,individual_candidate,one_registry_record,1,0,race-df353a5d05f5d7acb107,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-df353a5d05f5d7acb107 | Greg Fischer,2018,Greg Fischer,individual_candidate,one_registry_record,1,0,race-df353a5d05f5d7acb107,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-df353a5d05f5d7acb107 | Lawrence Williams Jr.,2018,Lawrence Williams Jr.,individual_candidate,one_registry_record,1,0,race-df353a5d05f5d7acb107,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-df353a5d05f5d7acb107 | Ryan Fenwick,2018,Ryan Fenwick,individual_candidate,one_registry_record,1,0,race-df353a5d05f5d7acb107,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e0d4748f07ff2fb03395 | Clint Sobratti,2022,Clint Sobratti,individual_candidate,one_registry_record,1,0,race-e0d4748f07ff2fb03395,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e0d4748f07ff2fb03395 | Gabriel Acevero,2022,Gabriel Acevero,individual_candidate,one_registry_record,1,0,race-e0d4748f07ff2fb03395,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e0d4748f07ff2fb03395 | Kirill Reznik,2022,Kirill Reznik,individual_candidate,one_registry_record,1,0,race-e0d4748f07ff2fb03395,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e0d4748f07ff2fb03395 | Lesley Lopez,2022,Lesley Lopez,individual_candidate,one_registry_record,1,0,race-e0d4748f07ff2fb03395,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e166c53fb5f8e99b0379 | John Whitmire,2022,John Whitmire,individual_candidate,one_registry_record,1,0,race-e166c53fb5f8e99b0379,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e166c53fb5f8e99b0379 | Molly Cook,2022,Molly Cook,individual_candidate,one_registry_record,1,0,race-e166c53fb5f8e99b0379,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e17ce052c9a9edfe68f6 | Ashwani Jain,2018,Ashwani Jain,individual_candidate,one_registry_record,1,0,race-e17ce052c9a9edfe68f6,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e17ce052c9a9edfe68f6 | Bill Conway,2018,Bill Conway,individual_candidate,one_registry_record,1,0,race-e17ce052c9a9edfe68f6,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e17ce052c9a9edfe68f6 | Brandy H. M. Brooks,2018,Brandy H. M. Brooks,individual_candidate,one_registry_record,1,0,race-e17ce052c9a9edfe68f6,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e17ce052c9a9edfe68f6 | Charles Barkley,2018,Charles Barkley,individual_candidate,one_registry_record,1,0,race-e17ce052c9a9edfe68f6,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e17ce052c9a9edfe68f6 | Cherri L. Branson,2018,Cherri L. Branson,individual_candidate,one_registry_record,1,0,race-e17ce052c9a9edfe68f6,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e17ce052c9a9edfe68f6 | Chris Wilhelm,2018,Chris Wilhelm,individual_candidate,one_registry_record,1,0,race-e17ce052c9a9edfe68f6,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e17ce052c9a9edfe68f6 | Craig Carozza-Caviness,2018,Craig Carozza-Caviness,individual_candidate,one_registry_record,1,0,race-e17ce052c9a9edfe68f6,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e17ce052c9a9edfe68f6 | Danielle Meitiv,2018,Danielle Meitiv,individual_candidate,one_registry_record,1,0,race-e17ce052c9a9edfe68f6,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e17ce052c9a9edfe68f6 | Darwin Romero,2018,Darwin Romero,individual_candidate,one_registry_record,1,0,race-e17ce052c9a9edfe68f6,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e17ce052c9a9edfe68f6 | David V. Lipscomb,2018,David V. Lipscomb,individual_candidate,one_registry_record,1,0,race-e17ce052c9a9edfe68f6,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e17ce052c9a9edfe68f6 | Evan Glass,2018,Evan Glass,individual_candidate,one_registry_record,1,0,race-e17ce052c9a9edfe68f6,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e17ce052c9a9edfe68f6 | Gabriel I. Albornoz,2018,Gabriel I. Albornoz,individual_candidate,one_registry_record,1,0,race-e17ce052c9a9edfe68f6,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e17ce052c9a9edfe68f6 | Graciela Rivera-Oven,2018,Graciela Rivera-Oven,individual_candidate,one_registry_record,1,0,race-e17ce052c9a9edfe68f6,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e17ce052c9a9edfe68f6 | Hans Riemer,2018,Hans Riemer,individual_candidate,one_registry_record,1,0,race-e17ce052c9a9edfe68f6,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e17ce052c9a9edfe68f6 | Hoan Dang,2018,Hoan Dang,individual_candidate,one_registry_record,1,0,race-e17ce052c9a9edfe68f6,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e17ce052c9a9edfe68f6 | Jarrett Smith,2018,Jarrett Smith,individual_candidate,one_registry_record,1,0,race-e17ce052c9a9edfe68f6,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e17ce052c9a9edfe68f6 | Jill Ortman Fouse,2018,Jill Ortman Fouse,individual_candidate,one_registry_record,1,0,race-e17ce052c9a9edfe68f6,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e17ce052c9a9edfe68f6 | Loretta Jean Garcia,2018,Loretta Jean Garcia,individual_candidate,one_registry_record,1,0,race-e17ce052c9a9edfe68f6,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e17ce052c9a9edfe68f6 | Lorna Phillips Forde,2018,Lorna Phillips Forde,individual_candidate,one_registry_record,1,0,race-e17ce052c9a9edfe68f6,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e17ce052c9a9edfe68f6 | Marilyn Balcombe,2018,Marilyn Balcombe,individual_candidate,one_registry_record,1,0,race-e17ce052c9a9edfe68f6,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e17ce052c9a9edfe68f6 | Melissa McKenna,2018,Melissa McKenna,individual_candidate,one_registry_record,1,0,race-e17ce052c9a9edfe68f6,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e17ce052c9a9edfe68f6 | Michele Riley,2018,Michele Riley,individual_candidate,one_registry_record,1,0,race-e17ce052c9a9edfe68f6,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e17ce052c9a9edfe68f6 | Mohammad Siddique,2018,Mohammad Siddique,individual_candidate,one_registry_record,1,0,race-e17ce052c9a9edfe68f6,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e17ce052c9a9edfe68f6 | Neil H. Greenberger,2018,Neil H. Greenberger,individual_candidate,one_registry_record,1,0,race-e17ce052c9a9edfe68f6,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e17ce052c9a9edfe68f6 | Paul S. Geller,2018,Paul S. Geller,individual_candidate,one_registry_record,1,0,race-e17ce052c9a9edfe68f6,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e17ce052c9a9edfe68f6 | Richard Gottfried,2018,Richard Gottfried,individual_candidate,one_registry_record,1,0,race-e17ce052c9a9edfe68f6,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e17ce052c9a9edfe68f6 | Ron Colbert,2018,Ron Colbert,individual_candidate,one_registry_record,1,0,race-e17ce052c9a9edfe68f6,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
race-e17ce052c9a9edfe68f6 | Rosemary O. Arkoian,2018,Rosemary O. Arkoian,individual_candidate,one_registry_record,1,0,race-e17ce052c9a9edfe68f6,"Acquisition work unit, not an independent observation or proof that a source applies to every listed primary."
