statement_key,race_id,candidate_name,election_date,group,quote,source_url,model_name,device,topic_code,topic_name,similarity,runner_up_code,runner_up_name,runner_up_similarity,margin,keyword_topic_code,keyword_score,keyword_agrees,reviewed_topic
7b9855cdbf9b200dd384abaa,race-2005b47032b558f2b4f8,Joe Dunne,2023-02-28,opponent,"Funding for the Chicago Police Department should remain consistent, because it is critical to improving public safety in the ward and the city.",https://news.wttw.com/elections/voters-guide/2023/Joe-Dunne,sentence-transformers/all-MiniLM-L6-v2,cpu,12,"Law, crime and justice",0.394245,10,Transportation,0.221636,0.172609,12,0.447214,true,public_safety
7b9855cdbf9b200dd384abaa,race-2005b47032b558f2b4f8,Joe Dunne,2023-02-28,opponent,There is clearly a need for additional homeless housing and social services and the City has not done enough to support the families and individuals living in the tents in the parks and under viaducts. I am supportive of finding revenue to address this critical need and would support placing the question on the ballot.,https://news.wttw.com/elections/voters-guide/2023/Joe-Dunne,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.346369,13,Social welfare,0.318339,0.028031,1,0.447214,false,housing
7b9855cdbf9b200dd384abaa,race-2005b47032b558f2b4f8,Joe Dunne,2023-02-28,opponent,Yes. We have an obligation to care for all residents of the City of Chicago. I believe the City needs to reopen the shuttered mental health clinics and provide adequate staffing at all clinics to address the needs of the community.,https://news.wttw.com/elections/voters-guide/2023/Joe-Dunne,sentence-transformers/all-MiniLM-L6-v2,cpu,3,Health,0.337513,13,Social welfare,0.235377,0.102135,,0.000000,false,healthcare
7b9855cdbf9b200dd384abaa,race-2005b47032b558f2b4f8,Joe Dunne,2023-02-28,opponent,"I believe that we need a multi-pronged effort to create new permanent affordable housing in the ward. City-owned properties, such as the 48th Ward Streets and Sanitation yard and the properties acquired by the CTA along Broadway, present opportunities for Equitable Transit Oriented Development, including 100% affordable rental apartment buildings.",https://news.wttw.com/elections/voters-guide/2023/Joe-Dunne,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.432594,13,Social welfare,0.259775,0.172819,10,0.447214,false,housing
7b9855cdbf9b200dd384abaa,race-2005b47032b558f2b4f8,Joe Dunne,2023-02-28,opponent,"Yes. Transit Oriented Development is an important tool in creating healthier, walkable, and active communities. Allowing greater density near mass transit stations can help reduce reliance on cars and promote walkable communities, both of which are good for the environment and promote public health.",https://news.wttw.com/elections/voters-guide/2023/Joe-Dunne,sentence-transformers/all-MiniLM-L6-v2,cpu,10,Transportation,0.390830,14,Housing and community development,0.277077,0.113753,3,0.447214,false,climate_energy
556b92d161a5e0dd96fc8db7,race-a4f6ebb856fb4c3cc6a2,Kristine Schanbacher,2020-03-17,opponent,"An important way we can enhance the Affordable Care Act (“ACA”) is to add a public health insurance option, which was in the original 2010 ACA proposal, but it was dropped as part of a compromise to pass the bill.",https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/kristine-schanbacher,sentence-transformers/all-MiniLM-L6-v2,cpu,3,Health,0.405559,13,Social welfare,0.250246,0.155313,3,0.894427,true,healthcare
556b92d161a5e0dd96fc8db7,race-a4f6ebb856fb4c3cc6a2,Kristine Schanbacher,2020-03-17,opponent,We must enact measures to cap drug price increases and to pass along existing savings to consumers.,https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/kristine-schanbacher,sentence-transformers/all-MiniLM-L6-v2,cpu,3,Health,0.260239,10,Transportation,0.236084,0.024156,,0.000000,false,economic_ownership
556b92d161a5e0dd96fc8db7,race-a4f6ebb856fb4c3cc6a2,Kristine Schanbacher,2020-03-17,opponent,"To reduce hunger, we need to increase federal funding, including increasing SNAP benefits.",https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/kristine-schanbacher,sentence-transformers/all-MiniLM-L6-v2,cpu,13,Social welfare,0.381723,3,Health,0.273098,0.108625,,0.000000,false,tax_budget
556b92d161a5e0dd96fc8db7,race-a4f6ebb856fb4c3cc6a2,Kristine Schanbacher,2020-03-17,opponent,I helped overturn a law that would have shut down all the abortion clinics in Wisconsin.,https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/kristine-schanbacher,sentence-transformers/all-MiniLM-L6-v2,cpu,3,Health,0.208163,4,Agriculture,0.178255,0.029908,,0.000000,false,civil_rights
556b92d161a5e0dd96fc8db7,race-a4f6ebb856fb4c3cc6a2,Kristine Schanbacher,2020-03-17,opponent,"Lastly, I represented a juvenile who was unconstitutionally sentenced to life in prison without the possibility of parole and we got him a fair reduced sentence.",https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/kristine-schanbacher,sentence-transformers/all-MiniLM-L6-v2,cpu,12,"Law, crime and justice",0.284119,2,Civil rights and liberties,0.151453,0.132666,12,0.447214,true,public_safety
996a0ffc8a43e4b880321a87,race-2005b47032b558f2b4f8,Nassir Faulkner,2023-02-28,opponent,"I'll work with colleagues at the federal level to ensure that we are getting the federal dollars needed to get the trains and buses running on time, and for investments in accurate tracking technology.",https://docs.google.com/spreadsheets/d/1HvCV_Ec7sa3AHa71lSK_HWY306EYB3e9Wb9Crf_BxPc/edit#gid=0,sentence-transformers/all-MiniLM-L6-v2,cpu,10,Transportation,0.397676,5,Labor and employment,0.264036,0.133641,17,0.447214,false,climate_energy
996a0ffc8a43e4b880321a87,race-2005b47032b558f2b4f8,Nassir Faulkner,2023-02-28,opponent,"The city should be doing more, particularly in putting forth plans to pedestrianize more of the city.",https://docs.google.com/spreadsheets/d/1HvCV_Ec7sa3AHa71lSK_HWY306EYB3e9Wb9Crf_BxPc/edit#gid=0,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.337505,10,Transportation,0.311729,0.025777,,0.000000,false,climate_energy
996a0ffc8a43e4b880321a87,race-2005b47032b558f2b4f8,Nassir Faulkner,2023-02-28,opponent,"Yes, more protected lanes are needed across the city. We need a comprehensive bike grid. Broadway, which runs north-south down the center of the ward would be a good candidate for protected bike lanes.",https://docs.google.com/spreadsheets/d/1HvCV_Ec7sa3AHa71lSK_HWY306EYB3e9Wb9Crf_BxPc/edit#gid=0,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.313560,10,Transportation,0.243306,0.070254,,0.000000,false,climate_energy
996a0ffc8a43e4b880321a87,race-2005b47032b558f2b4f8,Nassir Faulkner,2023-02-28,opponent,"Yes, because we need more affordable housing options in my ward, and throughout the city. The housing/zoning advisory council that I create will be tasked with creating a plan for potential ETO developments.",https://docs.google.com/spreadsheets/d/1HvCV_Ec7sa3AHa71lSK_HWY306EYB3e9Wb9Crf_BxPc/edit#gid=0,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.369472,8,Energy,0.202882,0.166589,14,0.894427,true,housing
996a0ffc8a43e4b880321a87,race-2005b47032b558f2b4f8,Nassir Faulkner,2023-02-28,opponent,I have not taken a position on this yet. Zoning decisions will be first discussed with neighbors and community stakeholders through my housing/zoning advisory council.,https://docs.google.com/spreadsheets/d/1HvCV_Ec7sa3AHa71lSK_HWY306EYB3e9Wb9Crf_BxPc/edit#gid=0,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.547586,21,Public lands and water,0.261142,0.286443,14,0.894427,true,housing
14a34a2dd1e7657e1655c1ad,race-a4f6ebb856fb4c3cc6a2,Kina Collins,2020-03-17,opponent,I am proud to run a campaign that will not accept a single penny from corporations.,https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/kina-collins,sentence-transformers/all-MiniLM-L6-v2,cpu,,Unclassified,0.108530,20,Government operations,0.105647,0.002883,,0.000000,false,democracy
14a34a2dd1e7657e1655c1ad,race-a4f6ebb856fb4c3cc6a2,Kina Collins,2020-03-17,opponent,"Instead I am running a campaign that champions and advances improved and expanded medicare for all, tuition free public college, and fighting for a future free of gun violence.",https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/kina-collins,sentence-transformers/all-MiniLM-L6-v2,cpu,12,"Law, crime and justice",0.298549,3,Health,0.288667,0.009882,3,0.447214,false,healthcare
14a34a2dd1e7657e1655c1ad,race-a4f6ebb856fb4c3cc6a2,Kina Collins,2020-03-17,opponent,"In Congress, I will push for critical investments to be made in trauma-informed education, mental health services, and advocate for increases in flexible funding to support innovative solutions to gun violence in our local communities.",https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/kina-collins,sentence-transformers/all-MiniLM-L6-v2,cpu,12,"Law, crime and justice",0.358079,14,Housing and community development,0.283027,0.075052,6,0.447214,false,tax_budget
14a34a2dd1e7657e1655c1ad,race-a4f6ebb856fb4c3cc6a2,Kina Collins,2020-03-17,opponent,I support policies and programs that improve community interactions in the district and ensure accountability at all levels of the justice system.,https://news.wttw.com/elections/voters-guide/2020/candidates/congressional-districts/kina-collins,sentence-transformers/all-MiniLM-L6-v2,cpu,12,"Law, crime and justice",0.457726,13,Social welfare,0.322580,0.135147,,0.000000,false,public_safety
9cc2f540fb860dc8fee12840,race-2005b47032b558f2b4f8,Andy Peters,2023-02-28,opponent,"Yes, I am in favor of more protected bike lanes. I believe the City needs to avoid the half measures it has been implementing and fully commit to new infrastructure for protected bike lanes despite the cost and possibility of short-term complaints.",https://docs.google.com/spreadsheets/d/1HvCV_Ec7sa3AHa71lSK_HWY306EYB3e9Wb9Crf_BxPc/edit#gid=0,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.231388,10,Transportation,0.224229,0.007158,,0.000000,false,climate_energy
9cc2f540fb860dc8fee12840,race-2005b47032b558f2b4f8,Andy Peters,2023-02-28,opponent,"Yes, the City should encourage transit-oriented development (TOD) that is designed to be compact, walkable, and centered around a transit station or stop. Specifically, we should focus on equitable transit-oriented development (ETOD) that benefits all members of a community, including low-income and marginalized populations.",https://docs.google.com/spreadsheets/d/1HvCV_Ec7sa3AHa71lSK_HWY306EYB3e9Wb9Crf_BxPc/edit#gid=0,sentence-transformers/all-MiniLM-L6-v2,cpu,10,Transportation,0.361027,14,Housing and community development,0.314186,0.046841,10,0.447214,true,housing
9cc2f540fb860dc8fee12840,race-2005b47032b558f2b4f8,Andy Peters,2023-02-28,opponent,"Yes, but I am skeptical that the ADU ordinance will make much of a difference in our quest to build more ETOD and affordable housing.",https://docs.google.com/spreadsheets/d/1HvCV_Ec7sa3AHa71lSK_HWY306EYB3e9Wb9Crf_BxPc/edit#gid=0,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.316981,4,Agriculture,0.126954,0.190027,14,0.447214,true,housing
9cc2f540fb860dc8fee12840,race-2005b47032b558f2b4f8,Andy Peters,2023-02-28,opponent,Yes.,https://docs.google.com/spreadsheets/d/1HvCV_Ec7sa3AHa71lSK_HWY306EYB3e9Wb9Crf_BxPc/edit#gid=0,sentence-transformers/all-MiniLM-L6-v2,cpu,,Unclassified,0.094174,23,"Culture, family and social issues",0.082010,0.012164,,0.000000,false,housing
9cc2f540fb860dc8fee12840,race-2005b47032b558f2b4f8,Andy Peters,2023-02-28,opponent,I support buying hotels and turning them into SRO’s.,https://docs.google.com/spreadsheets/d/1HvCV_Ec7sa3AHa71lSK_HWY306EYB3e9Wb9Crf_BxPc/edit#gid=0,sentence-transformers/all-MiniLM-L6-v2,cpu,,Unclassified,0.145474,14,Housing and community development,0.133498,0.011976,,0.000000,false,housing
5ac469db583fd7d106d5a792,race-2005b47032b558f2b4f8,Isaac Freilich Jones,2023-02-28,opponent,"I will implement a democratic, participatory budgeting approach to spending aldermanic menu money that will allow 48th Ward residents to vote on their priorities for neighborhood infrastructure investment.",https://news.wttw.com/elections/voters-guide/2023/Isaac-Freilich-Jones,sentence-transformers/all-MiniLM-L6-v2,cpu,20,Government operations,0.359592,14,Housing and community development,0.358228,0.001364,,0.000000,false,tax_budget
5ac469db583fd7d106d5a792,race-2005b47032b558f2b4f8,Isaac Freilich Jones,2023-02-28,opponent,"The budget for the Chicago Police Department should stay about the same. However, the CPD budget should be used more effectively, and should be supplemented by funding that goes towards investments in under-served communities, restorative justice and social justice efforts, ethical economic development, and anti-displacement work.",https://news.wttw.com/elections/voters-guide/2023/Isaac-Freilich-Jones,sentence-transformers/all-MiniLM-L6-v2,cpu,12,"Law, crime and justice",0.374328,1,Macroeconomics,0.210654,0.163674,1,0.447214,false,public_safety
5ac469db583fd7d106d5a792,race-2005b47032b558f2b4f8,Isaac Freilich Jones,2023-02-28,opponent,"I support the Bring Chicago Home ordinance, which proposes that the city raise the Real Estate Transfer Tax on properties sold for more than $1 million, with proceeds going to support housing programs.",https://news.wttw.com/elections/voters-guide/2023/Isaac-Freilich-Jones,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.359233,10,Transportation,0.254793,0.104440,1,0.447214,false,housing
5ac469db583fd7d106d5a792,race-2005b47032b558f2b4f8,Isaac Freilich Jones,2023-02-28,opponent,"First, the City should preserve and expand services offered at the five existing city-run mental health clinics. Second, the city should reopen the six mental health clinics that were closed under the Rahm Emanuel administration.",https://news.wttw.com/elections/voters-guide/2023/Isaac-Freilich-Jones,sentence-transformers/all-MiniLM-L6-v2,cpu,3,Health,0.276945,14,Housing and community development,0.233077,0.043869,,0.000000,false,healthcare
5ac469db583fd7d106d5a792,race-2005b47032b558f2b4f8,Isaac Freilich Jones,2023-02-28,opponent,"Yes, the city should make it easier for residents to live closer to where they work and shop by facilitating the construction of dense, multi-unit apartment complexes near transportation hubs.",https://news.wttw.com/elections/voters-guide/2023/Isaac-Freilich-Jones,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.336957,10,Transportation,0.199790,0.137167,10,0.447214,false,climate_energy
95f91f1d69685afa996c847b,race-a4f6ebb856fb4c3cc6a2,Danny K. Davis,2020-03-17,opponent,Healthcare must become a right for all people and not a privilege for the few.,https://davis.house.gov/media/press-releases/floor-statement-rep-danny-k-davis-during-healthcare-debate-march-24-2017,sentence-transformers/all-MiniLM-L6-v2,cpu,3,Health,0.375854,13,Social welfare,0.289630,0.086224,3,0.447214,true,healthcare
95f91f1d69685afa996c847b,race-a4f6ebb856fb4c3cc6a2,Danny K. Davis,2020-03-17,opponent,I see first-hand that low-income Chicagoans desperately want good jobs with wages that support their families.,https://davis.house.gov/media/press-releases/congressman-danny-k-davis-human-resources-subcommitee-opening-statement-0,sentence-transformers/all-MiniLM-L6-v2,cpu,13,Social welfare,0.335807,4,Agriculture,0.229271,0.106537,,0.000000,false,labor
95f91f1d69685afa996c847b,race-a4f6ebb856fb4c3cc6a2,Danny K. Davis,2020-03-17,opponent,"We can make sure working parents have safe, quality child care available during the hours that they work.",https://davis.house.gov/media/press-releases/congressman-danny-k-davis-human-resources-subcommitee-opening-statement-0,sentence-transformers/all-MiniLM-L6-v2,cpu,13,Social welfare,0.286023,4,Agriculture,0.280917,0.005106,13,0.447214,true,education
e641dcab40641ad5aa264129,race-2005b47032b558f2b4f8,Brian J. Haag,2023-02-28,opponent,Increase.,https://news.wttw.com/elections/voters-guide/2023/Brian-Haag,sentence-transformers/all-MiniLM-L6-v2,cpu,,Unclassified,0.111709,14,Housing and community development,0.101282,0.010427,,0.000000,false,public_safety
e641dcab40641ad5aa264129,race-2005b47032b558f2b4f8,Brian J. Haag,2023-02-28,opponent,Yes.,https://news.wttw.com/elections/voters-guide/2023/Brian-Haag,sentence-transformers/all-MiniLM-L6-v2,cpu,,Unclassified,0.094174,23,"Culture, family and social issues",0.082010,0.012164,,0.000000,false,housing
e641dcab40641ad5aa264129,race-2005b47032b558f2b4f8,Brian J. Haag,2023-02-28,opponent,"Yes, absolutely.",https://news.wttw.com/elections/voters-guide/2023/Brian-Haag,sentence-transformers/all-MiniLM-L6-v2,cpu,,Unclassified,0.098248,13,Social welfare,0.061024,0.037224,,0.000000,false,healthcare
e641dcab40641ad5aa264129,race-2005b47032b558f2b4f8,Brian J. Haag,2023-02-28,opponent,"Start with expanding ADUs and repurposing existing buildings, especially current unused office space. Those office jobs are now remote and never coming back.",https://news.wttw.com/elections/voters-guide/2023/Brian-Haag,sentence-transformers/all-MiniLM-L6-v2,cpu,,Unclassified,0.172649,20,Government operations,0.105849,0.066800,,0.000000,false,housing
e641dcab40641ad5aa264129,race-2005b47032b558f2b4f8,Brian J. Haag,2023-02-28,opponent,"Create more jobs — that's the best deterrent to crime. We can easily create jobs right now in composting, community gardens, urban agriculture, building new park lands on brown fields especially on the South and West sides of Chicago.",https://news.wttw.com/elections/voters-guide/2023/Brian-Haag,sentence-transformers/all-MiniLM-L6-v2,cpu,12,"Law, crime and justice",0.408206,4,Agriculture,0.357852,0.050353,4,0.447214,false,climate_energy
a5a2f8af159d8c9ea3df93f3,race-2005b47032b558f2b4f8,Nick Ward,2023-02-28,endorsed,"I support the Just Cause Ordinance, which would eliminate no-cause evictions and protect families at risk of displacement.",https://news.wttw.com/elections/voters-guide/2023/Nick-Ward,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.380010,21,Public lands and water,0.236566,0.143445,,0.000000,false,housing
a5a2f8af159d8c9ea3df93f3,race-2005b47032b558f2b4f8,Nick Ward,2023-02-28,endorsed,"I also support reopening the public mental health clinics and establishing Treatment Not Trauma, which would create a non-police crisis response system for mental health related emergencies to better serve our neighbors and reduce their exposure to the criminal justice system.",https://news.wttw.com/elections/voters-guide/2023/Nick-Ward,sentence-transformers/all-MiniLM-L6-v2,cpu,12,"Law, crime and justice",0.379658,13,Social welfare,0.303627,0.076031,12,0.894427,true,public_safety
a5a2f8af159d8c9ea3df93f3,race-2005b47032b558f2b4f8,Nick Ward,2023-02-28,endorsed,Yes. I support Bring Chicago Home because I believe that homelessness is the result of policy choices. Our houseless neighbors deserve permanent supportive housing and mental health and social services.,https://news.wttw.com/elections/voters-guide/2023/Nick-Ward,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.367345,13,Social welfare,0.339842,0.027503,13,0.447214,false,housing
a5a2f8af159d8c9ea3df93f3,race-2005b47032b558f2b4f8,Nick Ward,2023-02-28,endorsed,"Yes. Everyone deserves to be treated with care, dignity, and respect, especially folks who are undergoing mental health crises. I fully support reopening the public union-staffed mental health clinics.",https://news.wttw.com/elections/voters-guide/2023/Nick-Ward,sentence-transformers/all-MiniLM-L6-v2,cpu,3,Health,0.302065,13,Social welfare,0.211002,0.091063,5,0.447214,false,healthcare
a5a2f8af159d8c9ea3df93f3,race-2005b47032b558f2b4f8,Nick Ward,2023-02-28,endorsed,I support expanding protected cyclist and pedestrian infrastructure so that people feel safe on our streets and sidewalks.,https://news.wttw.com/elections/voters-guide/2023/Nick-Ward,sentence-transformers/all-MiniLM-L6-v2,cpu,10,Transportation,0.337577,13,Social welfare,0.290641,0.046936,,0.000000,false,climate_energy
f6361b55a48bc8b7291431bf,race-bee19609822a5a9d5625,Debra Silverstein,2023-02-28,opponent,"Those most in need of support, including the elderly, pregnant women, and families with young children, are being greeted at state welcoming centers that can help them access the services they require.",https://blockclubchicago.org/2022/09/20/west-ridges-shuttered-ymca-building-being-used-to-house-migrants-bused-in-from-texas/,sentence-transformers/all-MiniLM-L6-v2,cpu,13,Social welfare,0.261598,3,Health,0.193424,0.068174,,0.000000,false,immigration
f6361b55a48bc8b7291431bf,race-bee19609822a5a9d5625,Debra Silverstein,2023-02-28,opponent,"Now, we have an opportunity to use the old space in a way that will benefit the community.",https://blockclubchicago.org/2022/03/17/proposed-sale-of-west-ridge-library-stalls-after-neighbors-protest-lack-of-transparency-aldermans-ties-to-plan/,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.254836,9,Immigration,0.143191,0.111645,,0.000000,false,tax_budget
af46945cae053a81c81e4b88,race-2005b47032b558f2b4f8,Roxanne Volkmann,2023-02-28,opponent,"smarter hiring, better training and clearer accountability for the Chicago Police Department.",https://blockclubchicago.org/2023/01/05/10-candidates-are-vying-to-replace-retiring-ald-harry-osterman-heres-what-48th-ward-voters-should-know/,sentence-transformers/all-MiniLM-L6-v2,cpu,12,"Law, crime and justice",0.428515,20,Government operations,0.227718,0.200797,12,0.447214,true,public_safety
af46945cae053a81c81e4b88,race-2005b47032b558f2b4f8,Roxanne Volkmann,2023-02-28,opponent,"Chicago property taxes are too high, rent is too high, and too many storefronts are vacant.",https://blockclubchicago.org/2023/01/05/10-candidates-are-vying-to-replace-retiring-ald-harry-osterman-heres-what-48th-ward-voters-should-know/,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.315229,10,Transportation,0.222519,0.092709,14,0.447214,true,tax_budget
af46945cae053a81c81e4b88,race-2005b47032b558f2b4f8,Roxanne Volkmann,2023-02-28,opponent,We must support local small businesses and have more places for neighbors to congregate and enjoy our beautiful community.,https://blockclubchicago.org/2023/01/05/10-candidates-are-vying-to-replace-retiring-ald-harry-osterman-heres-what-48th-ward-voters-should-know/,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.369335,4,Agriculture,0.276114,0.093221,,0.000000,false,economic_ownership
370d174637fe2db5755158eb,race-a4f6ebb856fb4c3cc6a2,Anthony Clark,2020-03-17,endorsed,Anthony Clark 2020 will fight for Medicare for All as healthcare is a human right.,https://web.archive.org/web/20200302192500id_/https://www.voteanthonyclark.com/medicare-for-all,sentence-transformers/all-MiniLM-L6-v2,cpu,3,Health,0.282332,2,Civil rights and liberties,0.198942,0.083390,3,0.894427,true,healthcare
370d174637fe2db5755158eb,race-a4f6ebb856fb4c3cc6a2,Anthony Clark,2020-03-17,endorsed,Anthony believes that we must fight and demand that Congress work for accessible housing that’s actually within reach of all people.,https://web.archive.org/web/20200305085743id_/https://www.voteanthonyclark.com/housing-as-a-human-right,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.362594,10,Transportation,0.221713,0.140881,14,0.447214,true,housing
370d174637fe2db5755158eb,race-a4f6ebb856fb4c3cc6a2,Anthony Clark,2020-03-17,endorsed,"We must reform our criminal justice system by ending mass incarceration, eliminating cash bail, closing the school-to-prison pipeline and for-profit prison contracts, focusing on community policing models and ending the school-to-prison pipeline.",https://web.archive.org/web/20200302070900id_/https://www.voteanthonyclark.com/criminal-justice-reform-end-private-prisons,sentence-transformers/all-MiniLM-L6-v2,cpu,12,"Law, crime and justice",0.601402,6,Education,0.290328,0.311074,12,0.894427,true,public_safety
370d174637fe2db5755158eb,race-a4f6ebb856fb4c3cc6a2,Anthony Clark,2020-03-17,endorsed,Gun violence must be recognized as a public health issue.,https://web.archive.org/web/20200302070858id_/https://www.voteanthonyclark.com/gun-control-assault-weapons-ban,sentence-transformers/all-MiniLM-L6-v2,cpu,12,"Law, crime and justice",0.434906,3,Health,0.351103,0.083803,3,0.447214,false,healthcare
370d174637fe2db5755158eb,race-a4f6ebb856fb4c3cc6a2,Anthony Clark,2020-03-17,endorsed,"100% support of Homes Guarantee, a pledge to support policies that move housing from commodity to human right, that commit to eradicating homelessness, to design housing policies as racial and climate justice interventions, to increase investment in public and social housing, & to support universal rent control.",https://web.archive.org/web/20200308115845id_/https://www.voteanthonyclark.com/reparations-agenda,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.445390,13,Social welfare,0.342326,0.103064,14,0.894427,true,housing
f529251bee54fbe90eb0e6bc,race-2005b47032b558f2b4f8,Larry Svabek,2023-02-28,opponent,We need city leaders who will pursue data-driven solutions that prevent crime rather than merely responding after the fact.,https://www.chicagotribune.com/2023/02/07/2023-chicago-aldermanic-candidates-answer-tribune-questionnaire-larry-svabek/,sentence-transformers/all-MiniLM-L6-v2,cpu,12,"Law, crime and justice",0.437914,20,Government operations,0.272397,0.165516,,0.000000,false,public_safety
f529251bee54fbe90eb0e6bc,race-2005b47032b558f2b4f8,Larry Svabek,2023-02-28,opponent,"In the longer term, to encourage ridership, I would advocate for targeted free-rider pilots, similar to a program that Boston recently implemented citywide.",https://www.chicagotribune.com/2023/02/07/2023-chicago-aldermanic-candidates-answer-tribune-questionnaire-larry-svabek/,sentence-transformers/all-MiniLM-L6-v2,cpu,10,Transportation,0.271012,4,Agriculture,0.189695,0.081318,,0.000000,false,climate_energy
f529251bee54fbe90eb0e6bc,race-2005b47032b558f2b4f8,Larry Svabek,2023-02-28,opponent,"First, we must maintain and expand housing affordability so that working families can remain in the city.",https://www.chicagotribune.com/2023/02/07/2023-chicago-aldermanic-candidates-answer-tribune-questionnaire-larry-svabek/,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.442263,13,Social welfare,0.276598,0.165666,14,0.447214,true,housing
f529251bee54fbe90eb0e6bc,race-2005b47032b558f2b4f8,Larry Svabek,2023-02-28,opponent,I support creating a progressive RETT structure so that sales of multi-million dollar buildings contribute more revenue.,https://www.chicagotribune.com/2023/02/07/2023-chicago-aldermanic-candidates-answer-tribune-questionnaire-larry-svabek/,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.288351,8,Energy,0.248212,0.040139,1,0.447214,false,tax_budget
f529251bee54fbe90eb0e6bc,race-2005b47032b558f2b4f8,Larry Svabek,2023-02-28,opponent,"I would support legislation to restrict the use of TIFs to pressing public-interest projects like these, and will aggressively surplus TIF funds to return them to local taxing bodies, including our public schools.",https://www.chicagotribune.com/2023/02/07/2023-chicago-aldermanic-candidates-answer-tribune-questionnaire-larry-svabek/,sentence-transformers/all-MiniLM-L6-v2,cpu,10,Transportation,0.343821,6,Education,0.315142,0.028680,,0.000000,false,tax_budget
ccad337cf4976f235e6b5b3a,race-1e3efde0247356c47dbb,Anthony Joel Quezada,2022-06-28,endorsed,I want to make sure that the county’s playing a bigger role in building affordable housing and funding homeless services.,https://lanetechchampion.org/13274/news/anthony-joel-quezada-takes-lessons-learned-at-lane-into-commissioner-election/,sentence-transformers/all-MiniLM-L6-v2,cpu,14,Housing and community development,0.458955,13,Social welfare,0.385480,0.073475,14,0.447214,true,housing
ccad337cf4976f235e6b5b3a,race-1e3efde0247356c47dbb,Anthony Joel Quezada,2022-06-28,endorsed,I want to make sure that we have a generational plan to address climate change. Because climate change is a threat and it’s a crisis right now. It’s not something that is just a problem in the future.,https://lanetechchampion.org/13274/news/anthony-joel-quezada-takes-lessons-learned-at-lane-into-commissioner-election/,sentence-transformers/all-MiniLM-L6-v2,cpu,7,Environment,0.338436,23,"Culture, family and social issues",0.248537,0.089899,7,0.447214,true,climate_energy
ccad337cf4976f235e6b5b3a,race-1e3efde0247356c47dbb,Anthony Joel Quezada,2022-06-28,endorsed,"I want to help generate the kind of support needed to win the resources that we desperately need, like Medicare for All, like a Green New Deal, like canceling student loan debt and et cetera,",https://lanetechchampion.org/13274/news/anthony-joel-quezada-takes-lessons-learned-at-lane-into-commissioner-election/,sentence-transformers/all-MiniLM-L6-v2,cpu,13,Social welfare,0.403697,3,Health,0.370093,0.033603,3,0.447214,false,healthcare
ccad337cf4976f235e6b5b3a,race-1e3efde0247356c47dbb,Anthony Joel Quezada,2022-06-28,endorsed,"I want to help generate the kind of support needed to win the resources that we desperately need, like Medicare for All, like a Green New Deal, like canceling student loan debt and et cetera,",https://lanetechchampion.org/13274/news/anthony-joel-quezada-takes-lessons-learned-at-lane-into-commissioner-election/,sentence-transformers/all-MiniLM-L6-v2,cpu,13,Social welfare,0.403697,3,Health,0.370093,0.033603,3,0.447214,false,climate_energy
ccad337cf4976f235e6b5b3a,race-1e3efde0247356c47dbb,Anthony Joel Quezada,2022-06-28,endorsed,"I want to help generate the kind of support needed to win the resources that we desperately need, like Medicare for All, like a Green New Deal, like canceling student loan debt and et cetera,",https://lanetechchampion.org/13274/news/anthony-joel-quezada-takes-lessons-learned-at-lane-into-commissioner-election/,sentence-transformers/all-MiniLM-L6-v2,cpu,13,Social welfare,0.403697,3,Health,0.370093,0.033603,3,0.447214,false,education
